species	gene	accession	length_aa	description
Apis_mellifera	LOC107964022	XP_026298537.1	578	XP_026298537.1 ran-binding protein 9 [Apis mellifera]
Apis_mellifera	LOC107964024	XP_016772684.2	767	XP_016772684.2 LOW QUALITY PROTEIN: hybrid signal transduction histidine kinase L-like [Apis mellifera]
Apis_mellifera	LOC107964025	XP_016772983.2	709	XP_016772983.2 uncharacterized protein LOC107964025 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107964039	XP_016766208.1	207	XP_016766208.1 uncharacterized protein LOC107964039 [Apis mellifera]
Apis_mellifera	LOC107964061	XP_016766340.1	119	XP_016766340.1 cell wall integrity and stress response component 1 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107964069	XP_016766352.1	72	XP_016766352.1 uncharacterized protein LOC107964069 [Apis mellifera]
Apis_mellifera	LOC107964089	XP_026302245.1	263	XP_026302245.1 aquaporin-11 [Apis mellifera]
Apis_mellifera	LOC107964132	XP_026295562.1	229	XP_026295562.1 uncharacterized protein LOC107964132 [Apis mellifera]
Apis_mellifera	LOC107964133	XP_026295204.1	168	XP_026295204.1 uncharacterized protein LOC107964133, partial [Apis mellifera]
Apis_mellifera	LOC107964134	XP_016766562.1	66	XP_016766562.1 mitotic-spindle organizing protein 2 [Apis mellifera]
Apis_mellifera	LOC107964189	XP_016766792.2	929	XP_016766792.2 uncharacterized protein LOC107964189 [Apis mellifera]
Apis_mellifera	LOC107964206	XP_016766851.1	395	XP_016766851.1 zinc finger protein 717 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107964212	XP_006559778.1	280	XP_006559778.1 tubulin polyglutamylase complex subunit 2 [Apis mellifera]
Apis_mellifera	LOC107964213	XP_016766925.1	415	XP_016766925.1 phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform isoform X1 [Apis mellifera]
Apis_mellifera	LOC107964236	XP_016767012.1	316	XP_016767012.1 SPX and EXS domain-containing protein 4 [Apis mellifera]
Apis_mellifera	LOC107964258	XP_026295858.1	203	XP_026295858.1 uncharacterized protein LOC107964258 [Apis mellifera]
Apis_mellifera	LOC107964260	XP_016767097.1	143	XP_016767097.1 late cornified envelope-like proline-rich protein 1 [Apis mellifera]
Apis_mellifera	LOC107964262	XP_026295804.1	252	XP_026295804.1 uncharacterized protein LOC107964262 [Apis mellifera]
Apis_mellifera	LOC107964275	XP_026296220.1	198	XP_026296220.1 uncharacterized protein LOC107964275 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107964284	XP_026295831.1	847	XP_026295831.1 midasin [Apis mellifera]
Apis_mellifera	LOC107964304	XP_016767246.1	213	XP_016767246.1 uncharacterized protein LOC107964304 [Apis mellifera]
Apis_mellifera	LOC107964319	XP_016767295.1	340	XP_016767295.1 calmodulin-lysine N-methyltransferase [Apis mellifera]
Apis_mellifera	LOC107964328	XP_016767338.2	630	XP_016767338.2 bone morphogenetic protein 10 [Apis mellifera]
Apis_mellifera	LOC107964329	XP_016767344.1	122	XP_016767344.1 uncharacterized protein LOC107964329 [Apis mellifera]
Apis_mellifera	LOC107964335	XP_016767367.1	324	XP_016767367.1 melatonin receptor type 1B-B-like [Apis mellifera]
Apis_mellifera	LOC107964338	XP_026295795.1	241	XP_026295795.1 transient receptor potential-gamma protein [Apis mellifera]
Apis_mellifera	LOC107964339	XP_016767383.2	173	XP_016767383.2 short transient receptor potential channel 6-like [Apis mellifera]
Apis_mellifera	LOC107964343	XP_026295870.1	605	XP_026295870.1 serine/arginine repetitive matrix protein 1-like [Apis mellifera]
Apis_mellifera	LOC107964349	XP_016767438.1	610	XP_016767438.1 leucine-rich repeat protein soc-2 homolog [Apis mellifera]
Apis_mellifera	LOC107964350	XP_016767442.2	214	XP_016767442.2 UDP-N-acetylglucosamine transferase subunit ALG14 homolog [Apis mellifera]
Apis_mellifera	LOC107964351	XP_016767446.1	261	XP_016767446.1 60S ribosomal protein L7 [Apis mellifera]
Apis_mellifera	LOC107964398	XP_026296666.1	320	XP_026296666.1 ADP/ATP translocase 1 [Apis mellifera]
Apis_mellifera	LOC107964400	XP_026296668.1	1006	XP_026296668.1 integrin alpha-8-like [Apis mellifera]
Apis_mellifera	LOC107964403	XP_026296401.1	338	XP_026296401.1 uncharacterized protein LOC107964403 [Apis mellifera]
Apis_mellifera	LOC107964404	XP_026296504.1	391	XP_026296504.1 protein phosphatase 1B isoform X1 [Apis mellifera]
Apis_mellifera	LOC107964405	XP_016767604.1	146	XP_016767604.1 uncharacterized protein LOC107964405 [Apis mellifera]
Apis_mellifera	LOC107964412	XP_016767627.1	338	XP_016767627.1 N-glycosylase/DNA lyase [Apis mellifera]
Apis_mellifera	LOC107964417	XP_026296657.1	115	XP_026296657.1 uncharacterized protein LOC107964417 [Apis mellifera]
Apis_mellifera	LOC107964419	XP_026296747.1	1341	XP_026296747.1 uncharacterized protein LOC107964419 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107964436	XP_026296361.1	141	XP_026296361.1 RNA-binding motif protein, X-linked 2-like [Apis mellifera]
Apis_mellifera	LOC107964437	XP_016767692.1	169	XP_016767692.1 THAP domain-containing protein 4 [Apis mellifera]
Apis_mellifera	LOC107964493	XP_016767845.1	1043	XP_016767845.1 uncharacterized protein LOC107964493 [Apis mellifera]
Apis_mellifera	LOC107964502	XP_016767877.1	98	XP_016767877.1 uncharacterized protein LOC107964502 [Apis mellifera]
Apis_mellifera	LOC107964507	XP_016767894.2	142	XP_016767894.2 acyl-coenzyme A thioesterase 13 [Apis mellifera]
Apis_mellifera	LOC107964516	XP_026296652.1	938	XP_026296652.1 GATA zinc finger domain-containing protein 14-like [Apis mellifera]
Apis_mellifera	LOC107964525	XP_016767984.1	293	XP_016767984.1 uncharacterized protein LOC107964525 [Apis mellifera]
Apis_mellifera	LOC107964531	XP_026297194.1	570	XP_026297194.1 uncharacterized protein LOC107964531 [Apis mellifera]
Apis_mellifera	LOC107964589	XP_026297178.1	1640	XP_026297178.1 LOW QUALITY PROTEIN: uncharacterized protein LOC107964589 [Apis mellifera]
Apis_mellifera	LOC107964590	XP_016768132.1	108	XP_016768132.1 uncharacterized protein LOC107964590 [Apis mellifera]
Apis_mellifera	LOC107964600	XP_016768158.2	187	XP_016768158.2 WASH complex subunit 2-like [Apis mellifera]
Apis_mellifera	LOC107964633	XP_026297195.1	941	XP_026297195.1 major antigen-like, partial [Apis mellifera]
Apis_mellifera	LOC107964640	XP_016768304.1	372	XP_016768304.1 uncharacterized protein LOC107964640 [Apis mellifera]
Apis_mellifera	LOC107964653	XP_016768362.2	252	XP_016768362.2 coiled-coil domain-containing protein 134 [Apis mellifera]
Apis_mellifera	LOC107964671	XP_026297164.1	991	XP_026297164.1 uncharacterized protein LOC107964671 [Apis mellifera]
Apis_mellifera	LOC107964673	XP_026297230.1	134	XP_026297230.1 uncharacterized protein LOC107964673 [Apis mellifera]
Apis_mellifera	LOC107964680	XP_026297102.1	96	XP_026297102.1 uncharacterized protein LOC107964680 [Apis mellifera]
Apis_mellifera	LOC107964702	XP_026297482.1	557	XP_026297482.1 uncharacterized protein LOC107964702 [Apis mellifera]
Apis_mellifera	LOC107964703	XP_016768480.1	145	XP_016768480.1 uncharacterized protein LOC107964703 [Apis mellifera]
Apis_mellifera	LOC107964730	XP_026297431.1	84	XP_026297431.1 uncharacterized protein LOC107964730 [Apis mellifera]
Apis_mellifera	LOC107964732	XP_026297763.1	73	XP_026297763.1 uncharacterized protein LOC107964732 [Apis mellifera]
Apis_mellifera	LOC107964762	XP_016768702.2	684	XP_016768702.2 transcription activator MSS11 [Apis mellifera]
Apis_mellifera	LOC107964764	XP_016768706.1	184	XP_016768706.1 intraflagellar transport protein 22 homolog [Apis mellifera]
Apis_mellifera	LOC107964765	XP_026297741.1	124	XP_026297741.1 uncharacterized protein LOC107964765 [Apis mellifera]
Apis_mellifera	LOC107964769	XP_016768723.1	202	XP_016768723.1 uncharacterized protein LOC107964769 [Apis mellifera]
Apis_mellifera	LOC107964774	XP_016768758.1	149	XP_016768758.1 class A basic helix-loop-helix protein 15 [Apis mellifera]
Apis_mellifera	LOC107964791	XP_026298043.1	1574	XP_026298043.1 titin-like [Apis mellifera]
Apis_mellifera	LOC107964792	XP_026298356.1	102	XP_026298356.1 coiled-coil-helix-coiled-coil-helix domain-containing protein 7 [Apis mellifera]
Apis_mellifera	LOC107964805	XP_026298044.1	229	XP_026298044.1 putative GATA zinc finger domain-containing protein 25 [Apis mellifera]
Apis_mellifera	LOC107964828	XP_016768959.1	203	XP_016768959.1 cuticle protein 19 [Apis mellifera]
Apis_mellifera	LOC107964835	XP_016768974.1	374	XP_016768974.1 protein RRP5 homolog [Apis mellifera]
Apis_mellifera	LOC107964838	XP_016768985.2	332	XP_016768985.2 probable uridine nucleosidase 2 [Apis mellifera]
Apis_mellifera	LOC107964839	XP_026297832.1	1603	XP_026297832.1 uncharacterized protein LOC107964839 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107964845	XP_016769069.2	406	XP_016769069.2 uncharacterized protein LOC107964845 [Apis mellifera]
Apis_mellifera	LOC107964864	XP_026297905.1	102	XP_026297905.1 uncharacterized protein LOC107964864 [Apis mellifera]
Apis_mellifera	LOC107964876	XP_016769140.1	80	XP_016769140.1 uncharacterized protein LOC107964876 [Apis mellifera]
Apis_mellifera	LOC107964884	XP_016769216.1	381	XP_016769216.1 uncharacterized protein LOC107964884 [Apis mellifera]
Apis_mellifera	LOC107964891	XP_016769230.1	204	XP_016769230.1 THO complex subunit 7 homolog isoform X1 [Apis mellifera]
Apis_mellifera	LOC107964901	XP_016769261.1	149	XP_016769261.1 protein NATD1-like isoform X1 [Apis mellifera]
Apis_mellifera	LOC107964903	XP_026298089.1	299	XP_026298089.1 Down syndrome critical region protein 3 homolog [Apis mellifera]
Apis_mellifera	LOC107964911	XP_016769305.2	223	XP_016769305.2 CRISP/Allergen/PR-1 [Apis mellifera]
Apis_mellifera	LOC107964934	XP_016769345.2	170	XP_016769345.2 uncharacterized protein LOC107964934 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107964937	XP_016769361.1	208	XP_016769361.1 putative uncharacterized protein DDB_G0271982 [Apis mellifera]
Apis_mellifera	LOC107964944	XP_016769384.2	618	XP_016769384.2 uncharacterized protein LOC107964944 [Apis mellifera]
Apis_mellifera	LOC107964950	XP_026298623.1	125	XP_026298623.1 splicing factor 3B subunit 6 [Apis mellifera]
Apis_mellifera	LOC107964958	XP_026298524.1	175	XP_026298524.1 uncharacterized protein LOC107964958 [Apis mellifera]
Apis_mellifera	LOC107964964	XP_026298821.1	232	XP_026298821.1 uncharacterized protein LOC107964964 [Apis mellifera]
Apis_mellifera	LOC107964975	XP_016769496.1	135	XP_016769496.1 uncharacterized protein LOC107964975 [Apis mellifera]
Apis_mellifera	LOC107964981	XP_016769518.1	118	XP_016769518.1 uncharacterized protein LOC107964981 [Apis mellifera]
Apis_mellifera	LOC107964982	XP_016769529.2	453	XP_016769529.2 uncharacterized protein LOC107964982 [Apis mellifera]
Apis_mellifera	LOC107964994	XP_016769573.1	192	XP_016769573.1 uncharacterized protein LOC107964994 [Apis mellifera]
Apis_mellifera	LOC107964997	XP_016769593.2	137	XP_016769593.2 uncharacterized protein LOC107964997 [Apis mellifera]
Apis_mellifera	LOC107964998	XP_016769595.2	595	XP_016769595.2 putative uncharacterized protein DDB_G0282499 [Apis mellifera]
Apis_mellifera	LOC107965000	XP_026298754.1	258	XP_026298754.1 uncharacterized protein LOC107965000 [Apis mellifera]
Apis_mellifera	LOC107965005	XP_016769662.2	115	XP_016769662.2 keratin-associated protein 19-2 [Apis mellifera]
Apis_mellifera	LOC107965011	XP_026298536.1	374	XP_026298536.1 uncharacterized protein LOC107965011 [Apis mellifera]
Apis_mellifera	LOC107965021	XP_016769720.1	128	XP_016769720.1 phosphatidate cytidylyltransferase, mitochondrial [Apis mellifera]
Apis_mellifera	LOC107965022	XP_026299260.1	1300	XP_026299260.1 thyroid adenoma-associated protein homolog [Apis mellifera]
Apis_mellifera	LOC107965037	XP_016769784.2	1188	XP_016769784.2 probable serine/threonine-protein kinase DDB_G0278845 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965038	XP_016769791.1	433	XP_016769791.1 zinc transporter 2 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965041	XP_016769798.2	719	XP_016769798.2 solute carrier organic anion transporter family member 4A1-like isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965045	XP_026298963.1	110	XP_026298963.1 uncharacterized protein LOC107965045 [Apis mellifera]
Apis_mellifera	LOC107965055	XP_026299129.1	434	XP_026299129.1 vicilin-like seed storage protein At2g18540 [Apis mellifera]
Apis_mellifera	LOC107965070	XP_026299237.1	368	XP_026299237.1 uncharacterized protein LOC107965070 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965072	XP_016769937.1	184	XP_016769937.1 uncharacterized protein LOC107965072 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965085	XP_016769970.1	80	XP_016769970.1 bladder cancer-associated protein [Apis mellifera]
Apis_mellifera	LOC107965102	XP_016770074.1	121	XP_016770074.1 late cornified envelope-like proline-rich protein 1 [Apis mellifera]
Apis_mellifera	LOC107965127	XP_016770130.1	104	XP_016770130.1 uncharacterized protein LOC107965127 [Apis mellifera]
Apis_mellifera	LOC107965147	XP_016770206.1	134	XP_016770206.1 uncharacterized protein LOC107965147 [Apis mellifera]
Apis_mellifera	LOC107965163	XP_026300495.1	563	XP_026300495.1 esterase B1 [Apis mellifera]
Apis_mellifera	LOC107965179	XP_016770392.1	145	XP_016770392.1 uncharacterized protein LOC107965179 [Apis mellifera]
Apis_mellifera	LOC107965181	XP_026301144.1	1119	XP_026301144.1 protein broad-minded-like, partial [Apis mellifera]
Apis_mellifera	LOC107965192	XP_016770426.1	309	XP_016770426.1 coatomer subunit epsilon [Apis mellifera]
Apis_mellifera	LOC107965199	XP_016770442.2	521	XP_016770442.2 UDP-glucuronosyltransferase 1-1 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965219	XP_016770560.2	480	XP_016770560.2 feline leukemia virus subgroup C receptor-related protein 2 [Apis mellifera]
Apis_mellifera	LOC107965225	XP_026299779.1	225	XP_026299779.1 ribulose-phosphate 3-epimerase [Apis mellifera]
Apis_mellifera	LOC107965231	XP_016770600.2	180	XP_016770600.2 uncharacterized protein LOC107965231, partial [Apis mellifera]
Apis_mellifera	LOC107965233	XP_026299769.1	851	XP_026299769.1 tetratricopeptide repeat protein 39C-like isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965235	XP_016770625.2	177	XP_016770625.2 phosphatidylinositol 4-phosphate 5-kinase 6-like [Apis mellifera]
Apis_mellifera	LOC107965237	XP_016770628.2	740	XP_016770628.2 flocculation protein FLO11 [Apis mellifera]
Apis_mellifera	LOC107965250	XP_026299374.1	837	XP_026299374.1 7SK snRNA methylphosphate capping enzyme isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965265	XP_016770753.2	102	XP_016770753.2 uncharacterized protein LOC107965265 [Apis mellifera]
Apis_mellifera	LOC107965266	XP_016770756.1	436	XP_016770756.1 glycoprotein 3-alpha-L-fucosyltransferase A isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965271	XP_016770773.1	283	XP_016770773.1 uncharacterized protein LOC107965271 [Apis mellifera]
Apis_mellifera	LOC107965279	XP_016770795.1	306	XP_016770795.1 pancreatic lipase-related protein 2 [Apis mellifera]
Apis_mellifera	LOC107965281	XP_026299509.1	175	XP_026299509.1 ADP-ribosylation factor 6 [Apis mellifera]
Apis_mellifera	LOC107965285	XP_016770809.1	372	XP_016770809.1 cilia- and flagella-associated protein 251-like [Apis mellifera]
Apis_mellifera	LOC107965288	XP_026299550.1	76	XP_026299550.1 probable protein BRICK1-B [Apis mellifera]
Apis_mellifera	LOC107965310	XP_026300236.1	604	XP_026300236.1 leucine-rich PPR motif-containing protein, mitochondrial [Apis mellifera]
Apis_mellifera	LOC107965313	XP_026302085.1	198	XP_026302085.1 mpv17-like protein 2 [Apis mellifera]
Apis_mellifera	LOC107965317	XP_016770883.1	261	XP_016770883.1 uncharacterized protein LOC107965317 [Apis mellifera]
Apis_mellifera	LOC107965322	XP_016770902.1	239	XP_016770902.1 gamma-interferon-inducible lysosomal thiol reductase [Apis mellifera]
Apis_mellifera	LOC107965323	XP_016770905.1	104	XP_016770905.1 uncharacterized protein LOC107965323 [Apis mellifera]
Apis_mellifera	LOC107965338	XP_026300148.1	469	XP_026300148.1 synaptic vesicle glycoprotein 2C [Apis mellifera]
Apis_mellifera	LOC107965339	XP_016770968.1	240	XP_016770968.1 uncharacterized protein LOC107965339 [Apis mellifera]
Apis_mellifera	LOC107965348	XP_016770986.1	156	XP_016770986.1 uncharacterized protein LOC107965348 [Apis mellifera]
Apis_mellifera	LOC107965359	XP_016771026.2	353	XP_016771026.2 uncharacterized protein LOC107965359 [Apis mellifera]
Apis_mellifera	LOC107965367	XP_016771050.1	86	XP_016771050.1 uncharacterized protein LOC107965367 [Apis mellifera]
Apis_mellifera	LOC107965368	XP_016771065.2	593	XP_016771065.2 TOX high mobility group box family member 3-like isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965378	XP_016771095.2	245	XP_016771095.2 uncharacterized protein LOC107965378 [Apis mellifera]
Apis_mellifera	LOC107965398	XP_026300575.1	119	XP_026300575.1 U1 small nuclear ribonucleoprotein 70 kDa-like [Apis mellifera]
Apis_mellifera	LOC107965400	XP_026300531.1	501	XP_026300531.1 probable cytochrome P450 6a14 [Apis mellifera]
Apis_mellifera	LOC107965415	XP_016771265.1	366	XP_016771265.1 uncharacterized protein LOC107965415 [Apis mellifera]
Apis_mellifera	LOC107965436	XP_016771366.1	121	XP_016771366.1 uncharacterized protein LOC107965436 [Apis mellifera]
Apis_mellifera	LOC107965449	XP_016771422.1	221	XP_016771422.1 ras-related protein RabJ isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965470	XP_016771483.1	102	XP_016771483.1 uncharacterized protein LOC107965470, partial [Apis mellifera]
Apis_mellifera	LOC107965473	XP_016771509.1	233	XP_016771509.1 uncharacterized protein LOC107965473 [Apis mellifera]
Apis_mellifera	LOC107965480	XP_016771536.1	248	XP_016771536.1 homeobox protein engrailed-2-B [Apis mellifera]
Apis_mellifera	LOC107965485	XP_016771541.2	1911	XP_016771541.2 uncharacterized protein LOC107965485 [Apis mellifera]
Apis_mellifera	LOC107965489	XP_026300975.1	134	XP_026300975.1 uncharacterized protein LOC107965489 [Apis mellifera]
Apis_mellifera	LOC107965494	XP_016771596.1	103	XP_016771596.1 uncharacterized protein LOC107965494 [Apis mellifera]
Apis_mellifera	LOC107965500	XP_016771673.1	117	XP_016771673.1 high mobility group protein homolog TDP-1 [Apis mellifera]
Apis_mellifera	LOC107965508	XP_016771708.1	385	XP_016771708.1 tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4 [Apis mellifera]
Apis_mellifera	LOC107965532	XP_016771816.1	235	XP_016771816.1 uncharacterized protein LOC107965532 [Apis mellifera]
Apis_mellifera	LOC107965534	XP_016771818.1	171	XP_016771818.1 protein Fer3-like isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965557	XP_026301170.1	349	XP_026301170.1 uncharacterized protein LOC107965557 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965562	XP_026301291.1	221	XP_026301291.1 muscle-specific protein 20 [Apis mellifera]
Apis_mellifera	LOC107965564	XP_016771997.1	95	XP_016771997.1 mucin-6 [Apis mellifera]
Apis_mellifera	LOC107965571	XP_016772013.2	170	XP_016772013.2 uncharacterized protein LOC107965571 [Apis mellifera]
Apis_mellifera	LOC107965577	XP_016772017.1	134	XP_016772017.1 uncharacterized protein LOC107965577 [Apis mellifera]
Apis_mellifera	LOC107965597	XP_016772086.1	63	XP_016772086.1 uncharacterized protein C12orf73 homolog [Apis mellifera]
Apis_mellifera	LOC107965601	XP_016772134.1	633	XP_016772134.1 uncharacterized protein LOC107965601 [Apis mellifera]
Apis_mellifera	LOC107965608	XP_016772175.1	264	XP_016772175.1 uncharacterized protein LOC107965608 [Apis mellifera]
Apis_mellifera	LOC107965630	XP_016772309.1	500	XP_016772309.1 titin-like [Apis mellifera]
Apis_mellifera	LOC107965656	XP_026301688.1	436	XP_026301688.1 GATA zinc finger domain-containing protein 14-like [Apis mellifera]
Apis_mellifera	LOC107965657	XP_016772403.2	473	XP_016772403.2 origin recognition complex subunit 1 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965670	XP_016772442.1	178	XP_016772442.1 uncharacterized protein LOC107965670 [Apis mellifera]
Apis_mellifera	LOC107965672	XP_016772468.2	132	XP_016772468.2 uncharacterized protein LOC107965672 [Apis mellifera]
Apis_mellifera	LOC107965674	XP_016772473.2	122	XP_016772473.2 39S ribosomal protein L55, mitochondrial [Apis mellifera]
Apis_mellifera	LOC107965687	XP_016772518.1	107	XP_016772518.1 uncharacterized protein LOC107965687 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965692	XP_026301683.1	780	XP_026301683.1 poly(ADP-ribose) glycohydrolase isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965706	XP_016772625.1	89	XP_016772625.1 uncharacterized protein LOC107965706 [Apis mellifera]
Apis_mellifera	LOC107965722	XP_026301550.1	128	XP_026301550.1 uncharacterized protein LOC107965722 [Apis mellifera]
Apis_mellifera	LOC107965746	XP_026300425.1	530	XP_026300425.1 uncharacterized protein LOC107965746, partial [Apis mellifera]
Apis_mellifera	LOC107965749	XP_026296160.1	372	XP_026296160.1 acyl-CoA Delta(11) desaturase-like [Apis mellifera]
Apis_mellifera	LOC107965751	XP_026299664.1	161	XP_026299664.1 uncharacterized protein LOC107965751 [Apis mellifera]
Apis_mellifera	LOC107965756	XP_026301528.1	115	XP_026301528.1 uncharacterized protein LOC107965756 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965760	XP_026294928.1	383	XP_026294928.1 odorant receptor 4-like [Apis mellifera]
Apis_mellifera	LOC107965761	XP_026294834.1	386	XP_026294834.1 odorant receptor 85b-like isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965763	XP_026300422.1	88	XP_026300422.1 odorant receptor 30a-like [Apis mellifera]
Apis_mellifera	LOC107965773	XP_026300413.1	133	XP_026300413.1 larval cuticle protein LCP-17 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965774	XP_026294819.1	358	XP_026294819.1 uncharacterized protein LOC107965774 [Apis mellifera]
Apis_mellifera	LOC107965775	XP_026296053.1	83	XP_026296053.1 uncharacterized protein LOC107965775 [Apis mellifera]
Apis_mellifera	LOC107965788	XP_016772848.1	85	XP_016772848.1 probable serine/threonine-protein kinase DDB_G0279719 [Apis mellifera]
Apis_mellifera	LOC107965795	XP_026299588.1	353	XP_026299588.1 lactosylceramide 4-alpha-galactosyltransferase isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965799	XP_026295373.1	114	XP_026295373.1 uncharacterized protein LOC107965799 [Apis mellifera]
Apis_mellifera	LOC107965801	XP_016772907.1	136	XP_016772907.1 uncharacterized protein LOC107965801 [Apis mellifera]
Apis_mellifera	LOC107965807	XP_026301773.1	57	XP_026301773.1 E3 ubiquitin-protein ligase RNF165-like [Apis mellifera]
Apis_mellifera	LOC107965814	XP_026300397.1	418	XP_026300397.1 farnesyl pyrophosphate synthase-like isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965817	XP_026298627.1	202	XP_026298627.1 DNA replication complex GINS protein PSF3 [Apis mellifera]
Apis_mellifera	LOC107965822	XP_026301736.1	1262	XP_026301736.1 uncharacterized protein LOC107965822 [Apis mellifera]
Apis_mellifera	LOC107965825	XP_016772997.1	110	XP_016772997.1 uncharacterized protein LOC107965825 [Apis mellifera]
Apis_mellifera	LOC107965827	XP_026298729.1	200	XP_026298729.1 uncharacterized protein LOC107965827 [Apis mellifera]
Apis_mellifera	LOC107965828	XP_026296485.1	412	XP_026296485.1 cholesterol 7-desaturase [Apis mellifera]
Apis_mellifera	LOC107965838	NP_001314882.1	270	NP_001314882.1 poly(U)-specific endoribonuclease homolog [Apis mellifera]
Apis_mellifera	LOC107965854	XP_016773079.2	186	XP_016773079.2 uncharacterized protein LOC107965854 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107965891	XP_016773117.2	82	XP_016773117.2 electron transfer flavoprotein regulatory factor 1 [Apis mellifera]
Apis_mellifera	LOC107965922	XP_026301769.1	175	XP_026301769.1 histone-lysine N-methyltransferase SETMAR-like [Apis mellifera]
Apis_mellifera	LOC107965941	XP_026301774.1	91	XP_026301774.1 E3 ubiquitin-protein ligase RNF165-like [Apis mellifera]
Apis_mellifera	LOC107965950	XP_026300514.1	229	XP_026300514.1 uncharacterized protein LOC107965950 [Apis mellifera]
Apis_mellifera	LOC107966025	XP_016773258.1	118	XP_016773258.1 uncharacterized protein LOC107966025 [Apis mellifera]
Apis_mellifera	LOC107966034	XP_026301537.1	340	XP_026301537.1 odorant receptor 4-like isoform X1 [Apis mellifera]
Apis_mellifera	LOC107966040	XP_026296883.1	203	XP_026296883.1 uncharacterized protein LOC107966040 [Apis mellifera]
Apis_mellifera	LOC107966047	XP_016773331.2	584	XP_016773331.2 IQ and ubiquitin-like domain-containing protein isoform X1 [Apis mellifera]
Apis_mellifera	LOC107966049	XP_016773340.1	141	XP_016773340.1 uncharacterized protein LOC107966049 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107966050	XP_026299633.1	394	XP_026299633.1 uncharacterized protein LOC107966050 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107966053	XP_026300457.1	545	XP_026300457.1 uncharacterized protein LOC107966053 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107966055	XP_026301403.1	213	XP_026301403.1 PRKR-interacting protein 1 homolog [Apis mellifera]
Apis_mellifera	LOC107966062	XP_026300828.1	211	XP_026300828.1 uncharacterized protein LOC107966062 [Apis mellifera]
Apis_mellifera	LOC107966074	XP_026302059.1	132	XP_026302059.1 uncharacterized protein LOC107966074 [Apis mellifera]
Apis_mellifera	LOC107966085	XP_026302212.1	264	XP_026302212.1 uncharacterized protein LOC107966085 isoform X1 [Apis mellifera]
Apis_mellifera	LOC107966086	XP_026294959.1	228	XP_026294959.1 uncharacterized protein LOC107966086 [Apis mellifera]
Apis_mellifera	LOC107966087	XP_016773513.1	259	XP_016773513.1 uncharacterized protein LOC107966087 [Apis mellifera]
Apis_mellifera	LOC107966117	XP_016773639.1	369	XP_016773639.1 uncharacterized protein LOC107966117 [Apis mellifera]
Apis_mellifera	LOC112935903	NP_001352069.1	500	NP_001352069.1 cytochrome P450 6a14-like [Apis mellifera]
Apis_mellifera	LOC112939925	NP_001352129.1	498	NP_001352129.1 cytochrome P450 6a13-like [Apis mellifera]
Apis_mellifera	LOC113218516	XP_026301440.1	260	XP_026301440.1 pollen-specific leucine-rich repeat extensin-like protein 2 [Apis mellifera]
Apis_mellifera	LOC113218517	XP_026295902.1	414	XP_026295902.1 putative mediator of RNA polymerase II transcription subunit 24 [Apis mellifera]
Apis_mellifera	LOC113218518	XP_006563421.1	74	XP_006563421.1 chymotrypsin inhibitor-like [Apis mellifera]
Apis_mellifera	LOC113218519	XP_016772074.2	652	XP_016772074.2 uncharacterized protein LOC113218519 isoform X1 [Apis mellifera]
Apis_mellifera	LOC113218520	XP_016766165.1	395	XP_016766165.1 uncharacterized protein LOC113218520 [Apis mellifera]
Apis_mellifera	LOC113218521	XP_391818.3	505	XP_391818.3 zinc finger protein Noc-like [Apis mellifera]
Apis_mellifera	LOC113218522	XP_026297839.1	252	XP_026297839.1 adenylate kinase isoenzyme 1-like [Apis mellifera]
Apis_mellifera	LOC113218523	XP_006558638.1	291	XP_006558638.1 uncharacterized protein LOC113218523 [Apis mellifera]
