category	species	gene_parent	product
sulfotransferase	Apis_dorsata	gene-LOC102681980	heparan sulfate 2-O-sulfotransferase pipe, transcript variant X1
sulfotransferase	Apis_dorsata	gene-LOC102676775	heparan sulfate glucosamine 3-O-sulfotransferase 5
sulfotransferase	Apis_dorsata	gene-LOC102679750	heparan sulfate glucosamine 3-O-sulfotransferase 6
sulfotransferase	Apis_dorsata	gene-LOC102680218	heparan-sulfate 6-O-sulfotransferase 1-B
sulfotransferase	Apis_dorsata	gene-LOC102678460	heparin sulfate O-sulfotransferase-like
sulfotransferase	Apis_dorsata	gene-LOC102680347	protein-tyrosine sulfotransferase, transcript variant X1
sulfotransferase	Apis_dorsata	gene-LOC102674211	sulfotransferase 1E1
sulfotransferase	Apis_dorsata	gene-LOC102679064	sulfotransferase 1E1
sulfotransferase	Apis_dorsata	gene-LOC102674570	sulfotransferase 4A1-like
sulfotransferase	Apis_mellifera	gene-LOC413242	bifunctional heparan sulfate N-deacetylase/N-sulfotransferase, transcript variant X1
sulfotransferase	Apis_mellifera	gene-LOC727202	carbohydrate sulfotransferase 11
sulfotransferase	Apis_mellifera	gene-LOC413914	carbohydrate sulfotransferase 11, transcript variant X1
sulfotransferase	Apis_mellifera	gene-LOC550998	carbohydrate sulfotransferase 11, transcript variant X1
sulfotransferase	Apis_mellifera	gene-LOC100576099	carbohydrate sulfotransferase 11-like, transcript variant X1
sulfotransferase	Apis_mellifera	gene-LOC412612	carbohydrate sulfotransferase 4, transcript variant X1
sulfotransferase	Apis_mellifera	gene-LOC724878	carbohydrate sulfotransferase 9
sulfotransferase	Apis_mellifera	gene-LOC411376	estrogen sulfotransferase
sulfotransferase	Apis_mellifera	gene-LOC412996	estrogen sulfotransferase
sulfotransferase	Apis_mellifera	gene-LOC411665	heparan sulfate 2-O-sulfotransferase pipe, transcript variant X1
sulfotransferase	Apis_mellifera	gene-LOC412956	heparan sulfate glucosamine 3-O-sulfotransferase 1, transcript variant X1
sulfotransferase	Apis_mellifera	gene-LOC413133	heparan sulfate glucosamine 3-O-sulfotransferase 6
sulfotransferase	Apis_mellifera	gene-LOC412762	heparan-sulfate 6-O-sulfotransferase 1-B
sulfotransferase	Apis_mellifera	gene-LOC551445	heparin sulfate O-sulfotransferase
sulfotransferase	Apis_mellifera	gene-LOC552278	protein-tyrosine sulfotransferase, transcript variant X1
sulfotransferase	Apis_mellifera	gene-LOC726863	sulfotransferase 4A1
sulfotransferase	Apis_mellifera	gene-LOC100576508	uronyl 2-sulfotransferase, transcript variant X1
sulfotransferase	Apis_cerana	gene-LOC107992444	carbohydrate sulfotransferase 11
sulfotransferase	Apis_cerana	gene-LOC107994156	carbohydrate sulfotransferase 11, transcript variant X1
sulfotransferase	Apis_cerana	gene-LOC107996877	carbohydrate sulfotransferase 11, transcript variant X1
sulfotransferase	Apis_cerana	gene-LOC108001222	carbohydrate sulfotransferase 11, transcript variant X1
sulfotransferase	Apis_cerana	gene-LOC107996501	carbohydrate sulfotransferase 4, transcript variant X1
sulfotransferase	Apis_cerana	gene-LOC107995965	carbohydrate sulfotransferase 9
sulfotransferase	Apis_cerana	gene-pip	heparan sulfate 2-O-sulfotransferase pipe, transcript variant X1
sulfotransferase	Apis_cerana	gene-Hs3st-A	Heparan sulfate 3-O sulfotransferase-A, transcript variant X1
sulfotransferase	Apis_cerana	gene-Hs3st-B	Heparan sulfate 3-O sulfotransferase-B
sulfotransferase	Apis_cerana	gene-Hs6st	heparan sulfate 6-O-sulfotransferase
sulfotransferase	Apis_cerana	gene-LOC107996008	heparin sulfate O-sulfotransferase
sulfotransferase	Apis_cerana	gene-sfl	N-deacetylase and N-sulfotransferase sfl, transcript variant X1
sulfotransferase	Apis_cerana	gene-LOC107998241	sulfotransferase 1E1
sulfotransferase	Apis_cerana	gene-Tpst	tyrosylprotein sulfotransferase, transcript variant X1
sulfotransferase	Apis_cerana	gene-LOC108002623	uronyl 2-sulfotransferase
sulfotransferase	Apis_florea	gene-LOC100871652	carbohydrate sulfotransferase 1, transcript variant X1
sulfotransferase	Apis_florea	gene-LOC100864447	carbohydrate sulfotransferase 11
sulfotransferase	Apis_florea	gene-LOC100870662	carbohydrate sulfotransferase 11
sulfotransferase	Apis_florea	gene-LOC100872538	carbohydrate sulfotransferase 11
sulfotransferase	Apis_florea	gene-LOC100866603	carbohydrate sulfotransferase 11, transcript variant X1
sulfotransferase	Apis_florea	gene-LOC100872689	carbohydrate sulfotransferase 9
sulfotransferase	Apis_florea	gene-pip	heparan sulfate 2-O-sulfotransferase pipe, transcript variant X1
sulfotransferase	Apis_florea	gene-Hs3st-A	Heparan sulfate 3-O sulfotransferase-A
sulfotransferase	Apis_florea	gene-Hs3st-B	Heparan sulfate 3-O sulfotransferase-B, transcript variant X1
sulfotransferase	Apis_florea	gene-Hs6st	heparan sulfate 6-O-sulfotransferase
sulfotransferase	Apis_florea	gene-LOC100864377	heparin sulfate O-sulfotransferase, transcript variant X1
sulfotransferase	Apis_florea	gene-LOC105736247	luciferin sulfotransferase
sulfotransferase	Apis_florea	gene-sfl	N-deacetylase and N-sulfotransferase sfl, transcript variant X1
sulfotransferase	Apis_florea	gene-LOC100865167	sulfotransferase 1E1
sulfotransferase	Apis_florea	gene-St2	Sulfotransferase 2
sulfotransferase	Apis_florea	gene-Tpst	tyrosylprotein sulfotransferase, transcript variant X1
sulfotransferase	Apis_florea	gene-LOC100864962	uronyl 2-sulfotransferase
sulfotransferase	Bombus_terrestris	gene-LOC100643169	bifunctional heparan sulfate N-deacetylase/N-sulfotransferase
sulfotransferase	Bombus_terrestris	gene-LOC100642459	carbohydrate sulfotransferase 11
sulfotransferase	Bombus_terrestris	gene-LOC100644556	carbohydrate sulfotransferase 11
sulfotransferase	Bombus_terrestris	gene-LOC100648751	carbohydrate sulfotransferase 11, transcript variant X1
sulfotransferase	Bombus_terrestris	gene-LOC100652007	carbohydrate sulfotransferase 11, transcript variant X1
sulfotransferase	Bombus_terrestris	gene-LOC100645143	carbohydrate sulfotransferase 4
sulfotransferase	Bombus_terrestris	gene-LOC100650120	carbohydrate sulfotransferase 9, transcript variant X1
sulfotransferase	Bombus_terrestris	gene-LOC100646485	estrogen sulfotransferase
sulfotransferase	Bombus_terrestris	gene-LOC100642453	heparan sulfate 2-O-sulfotransferase pipe
sulfotransferase	Bombus_terrestris	gene-LOC100645554	heparan sulfate glucosamine 3-O-sulfotransferase 5, transcript variant X1
sulfotransferase	Bombus_terrestris	gene-LOC100642292	heparan sulfate glucosamine 3-O-sulfotransferase 6, transcript variant X1
sulfotransferase	Bombus_terrestris	gene-LOC100645496	heparan-sulfate 6-O-sulfotransferase 1-B
sulfotransferase	Bombus_terrestris	gene-LOC100650546	heparin sulfate O-sulfotransferase, transcript variant X1
sulfotransferase	Bombus_terrestris	gene-LOC100648160	protein-tyrosine sulfotransferase
sulfotransferase	Bombus_terrestris	gene-LOC100642559	sulfotransferase 4A1, transcript variant X1
sulfotransferase	Bombus_terrestris	gene-LOC100647199	sulfotransferase 4A1-like
sulfotransferase	Bombus_terrestris	gene-LOC100646841	uronyl 2-sulfotransferase
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122720056	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase classes I and II, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122720058	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1-like, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122711003	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122710734	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase-like
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122713509	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase-like, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122713293	2',5'-phosphodiesterase 12
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122717278	acetylcholinesterase-like
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122717894	acetylcholinesterase-like, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122714582	acid sphingomyelinase-like phosphodiesterase 3a, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122716867	acyl-coenzyme A thioesterase 13
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122712022	acyl-protein thioesterase 1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122718470	calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1-like, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122717208	cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122717478	carboxylesterase 1C-like, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122718974	cGMP-dependent 3',5'-cyclic phosphodiesterase-like, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122713715	cGMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122712030	dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11-like, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122717450	esterase CG5412, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122714236	esterase E4-like
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122716011	esterase E4-like
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122716051	esterase E4-like
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122719444	esterase E4-like
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122712577	esterase FE4-like
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122712378	glycerophosphocholine phosphodiesterase GPCPD1-like, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122712014	glycerophosphodiester phosphodiesterase 1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122720575	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8-like, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122721013	high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122716456	juvenile hormone esterase-like
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122716884	juvenile hormone esterase-like
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122716921	juvenile hormone esterase-like
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122717196	juvenile hormone esterase-like
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122719445	juvenile hormone esterase-like
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122716088	lysosomal thioesterase PPT2 homolog, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122715035	metallophosphoesterase 1 homolog
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122718202	metallophosphoesterase 1, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122716507	metallophosphoesterase MPPED2
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122716396	neuropathy target esterase sws, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122715770	palmitoleoyl-protein carboxylesterase NOTUM
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122712491	palmitoyl-protein thioesterase 1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122710432	phosphotriesterase-related protein
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122717555	probable tyrosyl-DNA phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122715794	protein phosphatase methylesterase 1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122718380	resistance to inhibitors of cholinesterase protein 3, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122711062	retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122716976	sphingomyelin phosphodiesterase 1-like
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122712651	sphingomyelin phosphodiesterase 4, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122717541	sphingomyelin phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122719659	U6 snRNA phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122711466	ubiquitin thioesterase OTU1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122714743	ubiquitin thioesterase otubain-like
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122710473	ubiquitin thioesterase trabid, transcript variant X1
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122720843	venom carboxylesterase-6
carboxylesterase_or_esterase	Apis_laboriosa	gene-LOC122712419	venom carboxylesterase-6-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102675518	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase classes I and II, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102679861	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102673857	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102670651	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase-like, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102678652	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase-like, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102672782	2',5'-phosphodiesterase 12-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102672310	acetylcholinesterase-like, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102675877	acetylcholinesterase-like, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102670772	acid sphingomyelinase-like phosphodiesterase 3b, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102679393	acyl-coenzyme A thioesterase 13-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102676792	acyl-protein thioesterase 1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102673578	calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102675631	cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102680968	carboxylesterase 1C-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102679065	cGMP-dependent 3',5'-cyclic phosphodiesterase-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102675983	cGMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102674392	dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102674548	esterase CG5412
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102670630	esterase E4-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102676399	esterase E4-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102678586	esterase E4-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102673276	esterase FE4-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102674083	esterase FE4-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102674804	esterase FE4-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC116184845	esterase FE4-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102681354	glycerophosphocholine phosphodiesterase GPCPD1-like, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102677129	glycerophosphodiester phosphodiesterase 1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102681023	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102672920	high affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC116186898	juvenile hormone esterase-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102679403	lysosomal thioesterase PPT2 homolog, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102678865	metallophosphoesterase 1 homolog, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102674449	metallophosphoesterase domain-containing protein 1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102671794	neuropathy target esterase sws, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102674999	palmitoleoyl-protein carboxylesterase NOTUM
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102672108	palmitoyl-protein thioesterase 1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102681025	phosphotriesterase-related protein, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102674316	probable tyrosyl-DNA phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102676548	protein phosphatase methylesterase 1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102677783	retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102671468	sphingomyelin phosphodiesterase 1-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102673794	sphingomyelin phosphodiesterase 4, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102671725	sphingomyelin phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102672557	U6 snRNA phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102673206	ubiquitin thioesterase OTU1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102681600	ubiquitin thioesterase otubain-like
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102674177	ubiquitin thioesterase trabid, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102679574	venom carboxylesterase-6, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC116185860	venom carboxylesterase-6, transcript variant X1
carboxylesterase_or_esterase	Apis_dorsata	gene-LOC102672496	venom carboxylesterase-6-like
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC408791	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase classes I and II, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC408804	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC551709	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC408996	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC724471	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase-like
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC725486	2',5'-phosphodiesterase 12
carboxylesterase_or_esterase	Apis_mellifera	gene-AChE-2	acetylcholinesterase 2
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC410270	acetylcholinesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC410577	acid sphingomyelinase-like phosphodiesterase 3a, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC107964507	acyl-coenzyme A thioesterase 13
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC409201	acyl-protein thioesterase 1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC724389	calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC411288	cAMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC726134	carboxylesterase
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC413247	carboxylesterase clade I, member 1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC412573	cGMP-dependent 3',5'-cyclic phosphodiesterase
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC410630	cGMP-specific 3',5'-cyclic phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC100577138	dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC406105	esterase A2
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC107965163	esterase B1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC552229	esterase B1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC100576898	esterase CG5412
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC409801	esterase E4
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC410187	esterase E4
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC113219221	esterase E4-like
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC409173	esterase FE4
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC409171	esterase FE4, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC411223	esterase FE4, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC410117	glycerophosphocholine phosphodiesterase GPCPD1, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC726389	glycerophosphodiester phosphodiesterase 1, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC408699	high affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-Jhe	juvenile hormone esterase
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC408426	lysosomal thioesterase PPT2 homolog, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC552716	metallophosphoesterase 1 homolog
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC724218	metallophosphoesterase 1 homolog, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC410665	metallophosphoesterase domain-containing protein 1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC724510	neuropathy target esterase sws, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC107963993	palmitoleoyl-protein carboxylesterase NOTUM
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC551664	palmitoyl-protein thioesterase 1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC411691	phosphotriesterase-related protein, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC408668	probable tyrosyl-DNA phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC550901	protein phosphatase methylesterase 1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC551494	resistance to inhibitors of cholinesterase protein 3, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC410525	retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC726315	sphingomyelin phosphodiesterase 1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC551484	sphingomyelin phosphodiesterase 4
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC727146	sphingomyelin phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC724953	U6 snRNA phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC552263	ubiquitin thioesterase OTU1
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC725744	ubiquitin thioesterase otubain-like
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC413699	ubiquitin thioesterase trabid, transcript variant X1
carboxylesterase_or_esterase	Apis_mellifera	gene-Est-6	venom carboxylesterase-6
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC413047	venom carboxylesterase-6-like
carboxylesterase_or_esterase	Apis_mellifera	gene-LOC408395	venom carboxylesterase-6-like, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107999048	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107995208	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-LOC108002373	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107992714	2',5'-phosphodiesterase 12, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107994210	acetylcholinesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-LOC108003899	acetylcholinesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107997376	acid sphingomyelinase-like phosphodiesterase 3a
carboxylesterase_or_esterase	Apis_cerana	gene-LOC108001755	acyl-coenzyme A thioesterase 13, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-Apt1	Acyl-protein thioesterase 1
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107993699	carboxylesterase 5A
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107999683	cGMP-dependent 3',5'-cyclic phosphodiesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-LOC108001458	dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107993618	dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-LOC108000073	esterase CG5412
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107998473	esterase E4
carboxylesterase_or_esterase	Apis_cerana	gene-LOC108001511	esterase E4
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107994635	esterase FE4
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107998176	glycerophosphocholine phosphodiesterase GPCPD1, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107999538	glycerophosphodiester phosphodiesterase 1
carboxylesterase_or_esterase	Apis_cerana	gene-Jhe	juvenile hormone esterase
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107997716	juvenile hormone esterase
carboxylesterase_or_esterase	Apis_cerana	gene-LOC108002590	juvenile hormone esterase
carboxylesterase_or_esterase	Apis_cerana	gene-LOC107992790	metallophosphoesterase domain-containing protein 1, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-Mppe	Metallophosphoesterase, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-Notum	palmitoleoyl-protein carboxylesterase notum, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-Ppt1	Palmitoyl-protein thioesterase 1, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-Ppt2	palmitoyl-protein thioesterase 2, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-cnn	phosphodiesterase 4D interacting protein centrosomin, transcript variant X1
carboxylesterase_or_esterase	Apis_cerana	gene-Pde6	phosphodiesterase 6, transcript variant X1
