orthogroup	AL_reads	AD_reads	AL_per_million_input_R1	AD_per_million_input_R1	raw_ratio	median_normalized_ratio	panels	descriptions
OG0007541	108	100	54.0	50.0	1.08	0.88		XP_003396892.1 vesicle-associated membrane protein/synaptobrevin-binding protein [Bombus terrestris]; XP_003692932.1 VAMP-associated protein 33kDa [Apis florea]; XP_006618998.1 vesicle-associated membrane protein-associated protein B [Apis dorsata]; XP_016914596.1 VAMP-associated protein 33kDa [Apis cerana]; XP_043795783.1 vesicle-associated membrane protein-associated protein B [Apis laboriosa]; XP_393426.1 vesicle-associated membrane protein-associated protein B [Apis mellifera]
OG0007542	76	58	38.0	29.0	1.3103448275862069	1.0676883780332056		XP_003698761.1 vav guanine nucleotide exchange factor isoform X1 [Apis florea]; XP_012176241.1 protein vav isoform X1 [Bombus terrestris]; XP_016911016.1 vav guanine nucleotide exchange factor [Apis cerana]; XP_026295223.1 protein vav isoform X4 [Apis mellifera]; XP_031365836.1 protein vav isoform X4 [Apis dorsata]; XP_043795314.1 protein vav isoform X1 [Apis laboriosa]
OG0007543	56	34	28.0	17.0	1.6470588235294117	1.3420479302832242		XP_006623139.1 arrestin domain-containing protein 4 [Apis dorsata]; XP_012169824.1 arrestin domain-containing protein 2 [Bombus terrestris]; XP_012347792.1 arrestin family protein Vdup1 [Apis florea]; XP_016905078.1 arrestin family protein Vdup1 [Apis cerana]; XP_043803140.1 arrestin domain-containing protein 4 [Apis laboriosa]; XP_394372.2 arrestin domain-containing protein 4 [Apis mellifera]
OG0007544	866	1311	433.0	655.5	0.6605644546147978	0.5382377037602056	vitellogenin	NP_001011578.1 vitellogenin precursor [Apis mellifera]; NP_001315413.1 vitellogenin precursor [Apis cerana]; XP_003689693.2 vitellogenin [Apis florea]; XP_006616039.1 vitellogenin [Apis dorsata]; XP_012163499.2 vitellogenin [Bombus terrestris]; XP_043788219.1 vitellogenin [Apis laboriosa]
OG0007545	251	136	125.5	68.0	1.8455882352941178	1.5038126361655775		XP_003394858.1 V-type proton ATPase subunit G [Bombus terrestris]; XP_003689962.1 V-type proton ATPase subunit Vha13 [Apis florea]; XP_006611819.1 V-type proton ATPase subunit G [Apis dorsata]; XP_016916905.1 V-type proton ATPase subunit Vha13 [Apis cerana]; XP_043802322.1 V-type proton ATPase subunit G [Apis laboriosa]; XP_624346.1 V-type proton ATPase subunit G [Apis mellifera]
OG0007546	121	86	60.5	43.0	1.4069767441860466	1.1464254952627047		XP_003697752.1 V-type proton ATPase subunit Vha14-1 [Apis florea]; XP_006622265.1 V-type proton ATPase subunit F [Apis dorsata]; XP_020720455.1 V-type proton ATPase subunit F [Bombus terrestris]; XP_043795036.1 V-type proton ATPase subunit F [Apis laboriosa]; XP_061935119.1 V-type proton ATPase subunit Vha14-1 isoform X1 [Apis cerana]; XP_624852.1 V-type proton ATPase subunit F [Apis mellifera]
OG0007547	440	194	220.0	97.0	2.268041237113402	1.8480336006109201	mitochondrial_respiration	NP_001011570.1 vacuolar H+ ATP synthase 16 kDa proteolipid subunit [Apis mellifera]; XP_003396177.1 V-type proton ATPase 16 kDa proteolipid subunit c [Bombus terrestris]; XP_006614834.1 V-type proton ATPase 16 kDa proteolipid subunit [Apis dorsata]; XP_012342385.1 vacuolar H+ ATP synthase 16 kDa proteolipid subunit [Apis florea]; XP_016906393.1 vacuolar H+ ATP synthase 16 kDa proteolipid subunit [Apis cerana]; XP_043799958.1 V-type proton ATPase 16 kDa proteolipid subunit [Apis laboriosa]
OG0007548	308	169	154.0	84.5	1.8224852071005917	1.484987946526408		XP_003395302.1 V-type proton ATPase subunit E [Bombus terrestris]; XP_003689872.1 V-type proton ATPase subunit Vha26 [Apis florea]; XP_006624283.1 V-type proton ATPase subunit E [Apis dorsata]; XP_043802677.1 V-type proton ATPase subunit E [Apis laboriosa]; XP_061931621.1 V-type proton ATPase subunit Vha26 [Apis cerana]; XP_625098.1 V-type proton ATPase subunit E [Apis mellifera]
OG0007549	224	127	112.0	63.5	1.763779527559055	1.437153689122193		XP_003397933.1 V-type proton ATPase subunit D [Bombus terrestris]; XP_003690350.2 V-type proton ATPase subunit Vha36-1 [Apis florea]; XP_006616921.1 V-type proton ATPase subunit D [Apis dorsata]; XP_016916403.1 V-type proton ATPase subunit Vha36-1 [Apis cerana]; XP_043789391.1 V-type proton ATPase subunit D 1 [Apis laboriosa]; XP_394769.2 V-type proton ATPase subunit D 1 [Apis mellifera]
OG0007550	178	155	89.0	77.5	1.1483870967741936	0.9357228195937873		XP_003696475.2 V-type proton ATPase subunit Vha44 isoform X2 [Apis florea]; XP_006562158.1 V-type proton ATPase subunit C isoform X1 [Apis mellifera]; XP_020718831.1 V-type proton ATPase subunit C isoform X1 [Bombus terrestris]; XP_031364336.1 V-type proton ATPase subunit C isoform X1 [Apis dorsata]; XP_043793210.1 V-type proton ATPase subunit C [Apis laboriosa]; XP_061930713.1 V-type proton ATPase subunit Vha44 isoform X1 [Apis cerana]
OG0007551	1009	474	504.5	237.0	2.128691983122363	1.7344897640256292		XP_003401329.1 V-type proton ATPase subunit B [Bombus terrestris]; XP_003696007.1 V-type proton ATPase subunit Vha55 [Apis florea]; XP_006609333.1 V-type proton ATPase subunit B [Apis dorsata]; XP_043790865.1 V-type proton ATPase subunit B [Apis laboriosa]; XP_061941650.1 V-type proton ATPase subunit Vha55 [Apis cerana]; XP_624112.1 V-type proton ATPase subunit B [Apis mellifera]
OG0007552	280	132	140.0	66.0	2.121212121212121	1.728395061728395		XP_003692408.1 V-type proton ATPase subunit VhaAC39-1 [Apis florea]; XP_006620926.1 V-type proton ATPase subunit d [Apis dorsata]; XP_012164652.1 V-type proton ATPase subunit d [Bombus terrestris]; XP_043800303.1 V-type proton ATPase subunit d [Apis laboriosa]; XP_061932747.1 V-type proton ATPase subunit VhaAC39-1 [Apis cerana]; XP_393438.2 V-type proton ATPase subunit d [Apis mellifera]
OG0007553	370	238	185.0	119.0	1.5546218487394958	1.2667289137877373		XP_003251676.1 V-type proton ATPase subunit H isoform X1 [Apis mellifera]; XP_003394807.1 V-type proton ATPase subunit H isoform X1 [Bombus terrestris]; XP_006624435.1 V-type proton ATPase subunit H isoform X1 [Apis dorsata]; XP_012340211.1 V-type proton ATPase subunit VhaSFD isoform X1 [Apis florea]; XP_016914343.1 V-type proton ATPase subunit VhaSFD isoform X1 [Apis cerana]; XP_043799807.1 V-type proton ATPase subunit H isoform X1 [Apis laboriosa]
OG0007554	9	1	4.5	0.5	9.0	7.333333333333333	vitellogenin	NP_001318040.1 vitellogenin-like precursor [Bombus terrestris]; NP_001318046.1 larval-specific very high density lipoprotein precursor [Apis mellifera]; XP_003690873.4 larval-specific very high density lipoprotein [Apis florea]; XP_006609579.1 vitellogenin-6-like [Apis dorsata]; XP_028523003.2 larval-specific very high density lipoprotein [Apis cerana]; XP_043794744.1 vitellogenin-6-like [Apis laboriosa]
OG0007555	163	199	81.5	99.5	0.8190954773869347	0.6674111297226875		XP_026301462.1 vinculin isoform X1 [Apis mellifera]; XP_031370896.1 vinculin isoform X1 [Apis dorsata]; XP_031773779.1 vinculin isoform X14 [Apis florea]; XP_043790882.1 vinculin isoform X1 [Apis laboriosa]; XP_048268668.1 vinculin isoform X1 [Bombus terrestris]; XP_061941511.1 vinculin isoform X1 [Apis cerana]
OG0007556	10	13	5.0	6.5	0.7692307692307693	0.6267806267806268		XP_001121501.2 COMM domain-containing protein 10 [Apis mellifera]; XP_003392994.1 COMM domain-containing protein 10 [Bombus terrestris]; XP_003689781.1 COMM domain containing 10 protein valette [Apis florea]; XP_006622837.1 COMM domain-containing protein 10 [Apis dorsata]; XP_043794286.1 COMM domain-containing protein 10 [Apis laboriosa]; XP_061932698.1 COMM domain containing 10 protein valette isoform X1 [Apis cerana]
OG0007557	29	20	14.5	10.0	1.45	1.1814814814814814		XP_006608153.1 synaptic vesicular amine transporter isoform X1 [Apis dorsata]; XP_016916706.1 vesicular monoamine transporter isoform X1 [Apis cerana]; XP_026301344.1 synaptic vesicular amine transporter isoform X1 [Apis mellifera]; XP_043788912.1 synaptic vesicular amine transporter isoform X1 [Apis laboriosa]; XP_048268605.1 synaptic vesicular amine transporter isoform X1 [Bombus terrestris]; XP_086758696.1 vesicular monoamine transporter isoform X1 [Apis florea]
OG0007558	43	34	21.5	17.0	1.2647058823529411	1.0305010893246187		XP_003400665.1 vacuolar protein sorting-associated protein 11 homolog [Bombus terrestris]; XP_003694370.1 vacuolar protein sorting 11 isoform X1 [Apis florea]; XP_006610945.1 vacuolar protein sorting-associated protein 11 homolog isoform X1 [Apis dorsata]; XP_016913682.2 vacuolar protein sorting 11 isoform X1 [Apis cerana]; XP_026300747.1 vacuolar protein sorting-associated protein 11 homolog isoform X1 [Apis mellifera]; XP_043785452.1 vacuolar protein sorting-associated protein 11 homolog isoform X1 [Apis laboriosa]
OG0007559	458	233	229.0	116.5	1.9656652360515021	1.6016531553012239		XP_006617642.1 vacuolar protein sorting-associated protein 13 isoform X1 [Apis dorsata]; XP_012166557.2 vacuolar protein sorting-associated protein 13 isoform X1 [Bombus terrestris]; XP_026298321.1 vacuolar protein sorting-associated protein 13 isoform X1 [Apis mellifera]; XP_031773453.2 vacuolar protein sorting 13C isoform X1 [Apis florea]; XP_043786131.1 vacuolar protein sorting-associated protein 13 isoform X1 [Apis laboriosa]; XP_061933882.1 vacuolar protein sorting 13C isoform X1 [Apis cerana]
OG0007560	64	39	32.0	19.5	1.641025641025641	1.3371320037986705		XP_006560766.2 vacuolar protein sorting-associated protein 13B isoform X1 [Apis mellifera]; XP_006609355.1 vacuolar protein sorting-associated protein 13B isoform X1 [Apis dorsata]; XP_020722781.2 vacuolar protein sorting-associated protein 13B isoform X1 [Bombus terrestris]; XP_043790442.1 vacuolar protein sorting-associated protein 13B isoform X1 [Apis laboriosa]; XP_061941653.1 vacuolar protein sorting 13B isoform X1 [Apis cerana]; XP_086773920.1 vacuolar protein sorting 13B isoform X1 [Apis florea]
OG0007561	125	111	62.5	55.5	1.1261261261261262	0.9175842509175842		XP_006607637.1 vacuolar protein sorting-associated protein 13D isoform X1 [Apis dorsata]; XP_012173012.1 vacuolar protein sorting-associated protein 13D isoform X1 [Bombus terrestris]; XP_012342678.2 vacuolar protein sorting 13D isoform X1 [Apis florea]; XP_026297818.1 vacuolar protein sorting-associated protein 13D [Apis mellifera]; XP_043796465.1 vacuolar protein sorting-associated protein 13D isoform X1 [Apis laboriosa]; XP_061934491.1 vacuolar protein sorting 13D isoform X1 [Apis cerana]
OG0007562	135	143	67.5	71.5	0.9440559440559441	0.7692307692307693		XP_006623197.1 phosphoinositide 3-kinase regulatory subunit 4 [Apis dorsata]; XP_026295530.1 phosphoinositide 3-kinase regulatory subunit 4 isoform X1 [Apis mellifera]; XP_028525758.1 vacuolar protein sorting 15 isoform X3 [Apis cerana]; XP_043799416.1 phosphoinositide 3-kinase regulatory subunit 4 [Apis laboriosa]; XP_048270455.1 phosphoinositide 3-kinase regulatory subunit 4 isoform X3 [Bombus terrestris]; XP_086768338.1 vacuolar protein sorting 15 isoform X2 [Apis florea]
OG0007563	46	46	23.0	23.0	1.0	0.8148148148148148		XP_012163251.1 vacuolar protein sorting-associated protein 16 homolog isoform X1 [Bombus terrestris]; XP_016767160.1 vacuolar protein sorting-associated protein 16 homolog isoform X1 [Apis mellifera]; XP_016918965.1 vacuolar protein sorting 16 isoform X1 [Apis cerana]; XP_031367185.1 vacuolar protein sorting-associated protein 16 homolog isoform X1 [Apis dorsata]; XP_031771906.1 vacuolar protein sorting 16 isoform X1 [Apis florea]; XP_043801804.1 vacuolar protein sorting-associated protein 16 homolog isoform X1 [Apis laboriosa]
OG0007564	47	53	23.5	26.5	0.8867924528301887	0.7225716282320056		XP_003399765.3 charged multivesicular body protein 2a [Bombus terrestris]; XP_006570258.1 charged multivesicular body protein 2a [Apis mellifera]; XP_006623295.1 charged multivesicular body protein 2a [Apis dorsata]; XP_016914236.1 vacuolar protein sorting 2 [Apis cerana]; XP_031774243.1 vacuolar protein sorting 2 [Apis florea]; XP_043792748.1 charged multivesicular body protein 2a [Apis laboriosa]
OG0007565	20	10	10.0	5.0	2.0	1.6296296296296295		XP_003393545.2 charged multivesicular body protein 6 [Bombus terrestris]; XP_003691355.1 vacuolar protein sorting 20 [Apis florea]; XP_006615772.1 charged multivesicular body protein 6 [Apis dorsata]; XP_043803202.1 charged multivesicular body protein 6 [Apis laboriosa]; XP_061926940.1 vacuolar protein sorting 20 isoform X1 [Apis cerana]; XP_394359.2 charged multivesicular body protein 6 [Apis mellifera]
OG0007566	52	75	26.0	37.5	0.6933333333333334	0.5649382716049383		XP_003696118.1 vacuolar protein sorting 24 [Apis florea]; XP_006563526.1 charged multivesicular body protein 3 [Apis mellifera]; XP_006617045.1 charged multivesicular body protein 3 [Apis dorsata]; XP_012172239.1 charged multivesicular body protein 3 [Bombus terrestris]; XP_043788761.1 charged multivesicular body protein 3 [Apis laboriosa]; XP_061941834.1 vacuolar protein sorting 24 isoform X1 [Apis cerana]
OG0007567	36	15	18.0	7.5	2.4	1.9555555555555555		XP_003395516.1 vacuolar protein-sorting-associated protein 25 [Bombus terrestris]; XP_003696281.4 vacuolar protein sorting 25 [Apis florea]; XP_006613978.1 vacuolar protein-sorting-associated protein 25 [Apis dorsata]; XP_016906607.1 vacuolar protein sorting 25 [Apis cerana]; XP_043792958.1 vacuolar protein-sorting-associated protein 25 [Apis laboriosa]; XP_395839.1 vacuolar protein-sorting-associated protein 25 [Apis mellifera]
OG0007568	42	43	21.0	21.5	0.9767441860465116	0.7958656330749354		XP_003396791.1 vacuolar protein sorting-associated protein 26B-like [Bombus terrestris]; XP_006612538.1 vacuolar protein sorting-associated protein 26B-like [Apis dorsata]; XP_012341872.2 vacuolar protein sorting 26 [Apis florea]; XP_016918242.1 vacuolar protein sorting 26 [Apis cerana]; XP_043796311.1 vacuolar protein sorting-associated protein 26B-like [Apis laboriosa]; XP_396685.2 vacuolar protein sorting-associated protein 26B-like [Apis mellifera]
OG0007569	45	46	22.5	23.0	0.9782608695652174	0.7971014492753623		XP_003395217.4 uncharacterized protein LOC100648707 isoform X2 [Bombus terrestris]; XP_006611869.1 uncharacterized protein LOC102673192 isoform X1 [Apis dorsata]; XP_012341654.2 vacuolar protein sorting 28 isoform X2 [Apis florea]; XP_026295771.1 protein PFF0380w isoform X1 [Apis mellifera]; XP_028520665.2 vacuolar protein sorting 28 isoform X2 [Apis cerana]; XP_043801817.1 uncharacterized protein LOC122719752 isoform X2 [Apis laboriosa]
OG0007570	25	14	12.5	7.0	1.7857142857142858	1.4550264550264551		XP_003402853.1 vacuolar protein sorting-associated protein 29 [Bombus terrestris]; XP_003690948.1 vacuolar protein sorting 29 [Apis florea]; XP_006569916.1 vacuolar protein sorting-associated protein 29 [Apis mellifera]; XP_006614879.1 vacuolar protein sorting-associated protein 29 [Apis dorsata]; XP_016917373.1 vacuolar protein sorting 29 [Apis cerana]; XP_043803227.1 vacuolar protein sorting-associated protein 29 [Apis laboriosa]
OG0007571	50	55	25.0	27.5	0.9090909090909091	0.7407407407407407		XP_003401708.1 vacuolar protein sorting-associated protein 33B [Bombus terrestris]; XP_003694115.1 vacuolar protein sorting 33B isoform X1 [Apis florea]; XP_006564653.1 vacuolar protein sorting-associated protein 33B isoform X1 [Apis mellifera]; XP_006619367.1 vacuolar protein sorting-associated protein 33B isoform X1 [Apis dorsata]; XP_016921933.1 vacuolar protein sorting 33B [Apis cerana]; XP_043797198.1 vacuolar protein sorting-associated protein 33B isoform X1 [Apis laboriosa]
OG0007572	17	17	8.5	8.5	1.0	0.8148148148148148		XP_003393640.2 vacuolar protein-sorting-associated protein 36 isoform X1 [Bombus terrestris]; XP_003691367.1 vacuolar protein sorting 36 [Apis florea]; XP_006615731.1 vacuolar protein-sorting-associated protein 36 [Apis dorsata]; XP_016910359.1 vacuolar protein sorting 36 [Apis cerana]; XP_043802951.1 vacuolar protein-sorting-associated protein 36 [Apis laboriosa]; XP_395542.2 vacuolar protein-sorting-associated protein 36 [Apis mellifera]
OG0007573	50	34	25.0	17.0	1.4705882352941178	1.198257080610022		XP_001120612.1 vacuolar protein sorting-associated protein 37B [Apis mellifera]; XP_003397544.1 vacuolar protein sorting-associated protein 37B [Bombus terrestris]; XP_003690607.1 vacuolar protein sorting 37B [Apis florea]; XP_006609472.1 vacuolar protein sorting-associated protein 37B [Apis dorsata]; XP_016907234.1 vacuolar protein sorting 37B [Apis cerana]; XP_043790353.1 vacuolar protein sorting-associated protein 37B [Apis laboriosa]
OG0007574	40	40	20.0	20.0	1.0	0.8148148148148148		XP_003397837.1 vam6/Vps39-like protein [Bombus terrestris]; XP_003690210.1 vacuolar protein sorting 39 [Apis florea]; XP_006618825.1 vam6/Vps39-like protein isoform X1 [Apis dorsata]; XP_016911399.1 vacuolar protein sorting 39 [Apis cerana]; XP_043789472.1 vam6/Vps39-like protein isoform X1 [Apis laboriosa]; XP_392710.3 vam6/Vps39-like protein isoform X1 [Apis mellifera]
OG0007575	74	103	37.0	51.5	0.7184466019417476	0.585400934915498		XP_003396273.1 vacuolar protein sorting-associated protein 4 [Bombus terrestris]; XP_003693625.1 vacuolar protein sorting 4 [Apis florea]; XP_006568643.1 vacuolar protein sorting-associated protein 4B isoform X1 [Apis mellifera]; XP_006615482.1 vacuolar protein sorting-associated protein 4B [Apis dorsata]; XP_016911807.1 vacuolar protein sorting 4 [Apis cerana]; XP_043784823.1 vacuolar protein sorting-associated protein 4 [Apis laboriosa]
OG0007576	56	63	28.0	31.5	0.8888888888888888	0.7242798353909464		XP_003250308.1 vacuolar protein sorting-associated protein 45 [Apis mellifera]; XP_003692109.1 vacuolar protein sorting 45 [Apis florea]; XP_006620728.1 vacuolar protein sorting-associated protein 45 [Apis dorsata]; XP_012172461.1 vacuolar protein sorting-associated protein 45 [Bombus terrestris]; XP_043791934.1 vacuolar protein sorting-associated protein 45 [Apis laboriosa]; XP_061942097.1 vacuolar protein sorting 45 [Apis cerana]
OG0007577	70	71	35.0	35.5	0.9859154929577465	0.803338549817423		XP_001121588.2 syndetin [Apis mellifera]; XP_003691865.1 vacuolar protein sorting 50 [Apis florea]; XP_006619477.1 syndetin [Apis dorsata]; XP_016908975.1 vacuolar protein sorting 50 [Apis cerana]; XP_043798458.1 syndetin [Apis laboriosa]; XP_048265992.1 syndetin isoform X1 [Bombus terrestris]
OG0007578	37	19	18.5	9.5	1.9473684210526316	1.5867446393762183		XP_003401089.1 vacuolar protein sorting-associated protein 51 homolog [Bombus terrestris]; XP_006617046.1 vacuolar protein sorting-associated protein 51 homolog [Apis dorsata]; XP_012345398.1 vacuolar protein sorting 51 [Apis florea]; XP_016919368.2 vacuolar protein sorting 51 [Apis cerana]; XP_043788660.1 vacuolar protein sorting-associated protein 51 homolog [Apis laboriosa]; XP_625224.4 vacuolar protein sorting-associated protein 51 homolog [Apis mellifera]
OG0007579	69	71	34.5	35.5	0.971830985915493	0.7918622848200313		XP_003398835.1 vacuolar protein sorting-associated protein 52 homolog [Bombus terrestris]; XP_006624771.1 vacuolar protein sorting-associated protein 52 homolog [Apis dorsata]; XP_016915847.1 vacuolar protein sorting 52 [Apis cerana]; XP_043790111.1 vacuolar protein sorting-associated protein 52 homolog [Apis laboriosa]; XP_086768655.1 vacuolar protein sorting 52 isoform X1 [Apis florea]; XP_395807.2 vacuolar protein sorting-associated protein 52 homolog [Apis mellifera]
OG0007580	63	56	31.5	28.0	1.125	0.9166666666666666		XP_003692381.1 vacuolar protein sorting 53 [Apis florea]; XP_006617200.1 vacuolar protein sorting-associated protein 53 homolog [Apis dorsata]; XP_016915219.1 vacuolar protein sorting 53 [Apis cerana]; XP_020723271.1 vacuolar protein sorting-associated protein 53 homolog isoform X1 [Bombus terrestris]; XP_043799890.1 vacuolar protein sorting-associated protein 53 homolog [Apis laboriosa]; XP_623283.1 vacuolar protein sorting-associated protein 53 homolog [Apis mellifera]
OG0007581	45	40	22.5	20.0	1.125	0.9166666666666666		XP_003695345.1 vacuolar protein sorting 60 [Apis florea]; XP_006620096.1 charged multivesicular body protein 5 [Apis dorsata]; XP_012166293.1 charged multivesicular body protein 5 [Bombus terrestris]; XP_016913218.1 vacuolar protein sorting 60 [Apis cerana]; XP_043794677.1 charged multivesicular body protein 5 [Apis laboriosa]; XP_392468.3 charged multivesicular body protein 5 [Apis mellifera]
OG0007582	35	25	17.5	12.5	1.4	1.1407407407407406		XP_003690526.2 vacuolar protein sorting 8 [Apis florea]; XP_012165975.1 vacuolar protein sorting-associated protein 8 homolog [Bombus terrestris]; XP_016904374.2 vacuolar protein sorting 8 [Apis cerana]; XP_026295005.1 vacuolar protein sorting-associated protein 8 homolog isoform X1 [Apis mellifera]; XP_031365169.1 vacuolar protein sorting-associated protein 8 homolog [Apis dorsata]; XP_043786373.1 vacuolar protein sorting-associated protein 8 homolog [Apis laboriosa]
OG0007583	36	19	18.0	9.5	1.894736842105263	1.543859649122807		XP_001122159.1 vacuolar protein sorting-associated protein 37A [Apis mellifera]; XP_006618485.1 vacuolar protein sorting-associated protein 37A-like [Apis dorsata]; XP_012173116.1 vacuolar protein sorting-associated protein 37A isoform X1 [Bombus terrestris]; XP_028521869.1 vacuolar protein sorting 37A [Apis cerana]; XP_043796637.1 vacuolar protein sorting-associated protein 37A-like [Apis laboriosa]; XP_086762262.1 vacuolar protein sorting 37A [Apis florea]
OG0007584	69	83	34.5	41.5	0.8313253012048193	0.677376171352075		XP_012175836.2 vacuolar protein sorting-associated protein VTA1 homolog [Bombus terrestris]; XP_016922259.1 vesicle trafficking 1 [Apis cerana]; XP_026295545.1 vacuolar protein sorting-associated protein VTA1 homolog [Apis mellifera]; XP_031364525.1 vacuolar protein sorting-associated protein VTA1 homolog [Apis dorsata]; XP_031772197.2 vesicle trafficking 1 [Apis florea]; XP_043791138.1 vacuolar protein sorting-associated protein VTA1 homolog [Apis laboriosa]
OG0007585	19	15	9.5	7.5	1.2666666666666666	1.0320987654320988		XP_006565092.1 vesicle transport through interaction with t-SNAREs homolog 1A [Apis mellifera]; XP_016922116.1 vesicle transport through interaction with t-SNAREs 1a [Apis cerana]; XP_020721971.1 vesicle transport through interaction with t-SNAREs homolog 1A isoform X1 [Bombus terrestris]; XP_031368226.1 vesicle transport through interaction with t-SNAREs homolog 1A-like [Apis dorsata]; XP_043787448.1 vesicle transport through interaction with t-SNAREs homolog 1A-like [Apis laboriosa]; XP_086770258.1 vesicle transport through interaction with t-SNAREs 1a [Apis florea]
OG0007586	14	9	7.0	4.5	1.5555555555555556	1.2674897119341564		XP_003400506.2 telomerase Cajal body protein 1 [Bombus terrestris]; XP_003697446.3 telomerase Cajal body protein 1 homolog [Apis florea]; XP_006611499.2 telomerase Cajal body protein 1 [Apis dorsata]; XP_016771930.2 telomerase Cajal body protein 1 [Apis mellifera]; XP_016922783.1 telomerase Cajal body protein 1 homolog [Apis cerana]; XP_043793773.1 telomerase Cajal body protein 1 [Apis laboriosa]
OG0007587	61	40	30.5	20.0	1.525	1.2425925925925925		XP_026296944.1 WD repeat-containing protein on Y chromosome isoform X1 [Apis mellifera]; XP_031367032.1 WD repeat-containing protein on Y chromosome [Apis dorsata]; XP_043800364.1 WD repeat-containing protein on Y chromosome isoform X1 [Apis laboriosa]; XP_048262650.1 WD repeat-containing protein on Y chromosome isoform X1 [Bombus terrestris]; XP_061932668.1 WD repeat-containing protein WDY isoform X1 [Apis cerana]; XP_086766837.1 WD repeat-containing protein WDY isoform X2 [Apis florea]
OG0007588	32	15	16.0	7.5	2.1333333333333333	1.7382716049382716		NP_001229369.1 Werner Syndrome-like exonuclease [Apis mellifera]; XP_003397685.1 Werner Syndrome-like exonuclease isoform X1 [Bombus terrestris]; XP_006624334.2 Werner Syndrome-like exonuclease isoform X1 [Apis dorsata]; XP_016906542.1 WRN RecQ like helicase [Apis cerana]; XP_043791744.1 Werner Syndrome-like exonuclease isoform X1 [Apis laboriosa]; XP_086771036.1 WRN RecQ like helicase isoform X1 [Apis florea]
OG0007589	15	23	7.5	11.5	0.6521739130434783	0.5314009661835749		XP_003696068.1 worker-enriched antennal transcript isoform X1 [Apis florea]; XP_006562660.1 uncharacterized protein LOC406065 isoform X1 [Apis mellifera]; XP_020722552.1 uncharacterized protein LOC100644581 isoform X1 [Bombus terrestris]; XP_028521758.1 worker-enriched antennal transcript isoform X1 [Apis cerana]; XP_031366969.1 uncharacterized protein LOC102674489 isoform X1 [Apis dorsata]; XP_043788772.1 uncharacterized protein LOC122712864 isoform X1 [Apis laboriosa]
OG0007590	262	152	131.0	76.0	1.7236842105263157	1.4044834307992202		XP_006567474.1 WW domain-binding protein 2 isoform X1 [Apis mellifera]; XP_006625106.1 WW domain-binding protein 2 isoform X1 [Apis dorsata]; XP_012167532.1 WW domain-binding protein 2 isoform X1 [Bombus terrestris]; XP_012345935.1 WW domain binding protein 2 isoform X1 [Apis florea]; XP_016916521.1 WW domain binding protein 2 isoform X1 [Apis cerana]; XP_043789580.1 WW domain-binding protein 2 isoform X1 [Apis laboriosa]
OG0007591	62	57	31.0	28.5	1.087719298245614	0.8862897985705004		XP_003395640.1 WD repeat and FYVE domain-containing protein 2 [Bombus terrestris]; XP_003696198.1 WD repeat and FYVE domain containing 2 [Apis florea]; XP_006621150.1 WD repeat and FYVE domain-containing protein 2 [Apis dorsata]; XP_016913421.1 WD repeat and FYVE domain containing 2 [Apis cerana]; XP_043792295.1 WD repeat and FYVE domain-containing protein 2 [Apis laboriosa]; XP_393586.1 WD repeat and FYVE domain-containing protein 2 [Apis mellifera]
OG0007592	12	5	6.0	2.5	2.4	1.9555555555555555		XP_006560897.1 GATOR complex protein WDR24 [Apis mellifera]; XP_006620106.1 GATOR complex protein WDR24 [Apis dorsata]; XP_012166735.1 GATOR complex protein WDR24 isoform X1 [Bombus terrestris]; XP_012344199.1 WD repeat domain 24 isoform X1 [Apis florea]; XP_016913263.1 WD repeat domain 24 [Apis cerana]; XP_043794631.1 GATOR complex protein WDR24 isoform X1 [Apis laboriosa]
OG0007593	46	47	23.0	23.5	0.9787234042553191	0.7974783293932229		XP_003397149.1 uncharacterized protein LOC100646419 [Bombus terrestris]; XP_003691567.2 WD repeat domain 33 [Apis florea]; XP_006612944.1 uncharacterized protein LOC102673021 [Apis dorsata]; XP_016908204.1 WD repeat domain 33 [Apis cerana]; XP_043799551.1 uncharacterized protein LOC122718522 [Apis laboriosa]; XP_397060.3 uncharacterized protein LOC413618 [Apis mellifera]
OG0007594	92	68	46.0	34.0	1.3529411764705883	1.1023965141612202		XP_006567337.1 WD repeat-containing protein 37 isoform X1 [Apis mellifera]; XP_012171348.1 WD repeat-containing protein 37 isoform X1 [Bombus terrestris]; XP_012343382.1 WD repeat domain 37 isoform X1 [Apis florea]; XP_031368262.1 WD repeat-containing protein 37 isoform X4 [Apis dorsata]; XP_043802487.1 WD repeat-containing protein 37 isoform X1 [Apis laboriosa]; XP_061930061.1 WD repeat domain 37 isoform X1 [Apis cerana]
OG0007595	133	82	66.5	41.0	1.6219512195121952	1.3215898825654924		XP_003691883.1 WD repeat domain 59 isoform X1 [Apis florea]; XP_006566465.1 GATOR complex protein WDR59 isoform X1 [Apis mellifera]; XP_006614298.1 GATOR complex protein WDR59 isoform X1 [Apis dorsata]; XP_012169720.2 GATOR complex protein WDR59 isoform X1 [Bombus terrestris]; XP_016907882.1 WD repeat domain 59 isoform X1 [Apis cerana]; XP_043799146.1 GATOR complex protein WDR59 isoform X1 [Apis laboriosa]
