sample	read_id	orthogroup	best_reference	score	target_start	target_end	matched_bases	aligned_bases
AL	SRR9034695.962808	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.963369	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.963894	OG0001109	AL|XP_043794209.1	300	65	215	150	150
AL	SRR9034695.964138	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.966824	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.967242	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.968275	OG0001109	AL|XP_043794209.1	300	7	157	150	150
AL	SRR9034695.968339	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.968490	OG0001109	AL|XP_043794209.1	300	48	198	150	150
AL	SRR9034695.968572	OG0001109	AL|XP_043794209.1	300	7	157	150	150
AL	SRR9034695.968699	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.969079	OG0001109	AL|XP_043794209.1	300	48	198	150	150
AL	SRR9034695.969218	OG0001109	AL|XP_043794209.1	300	48	198	150	150
AL	SRR9034695.969666	OG0001109	AL|XP_043794209.1	300	1	151	150	150
AL	SRR9034695.970057	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.971023	OG0001109	AL|XP_043794209.1	300	112	262	150	150
AL	SRR9034695.971847	OG0001109	AL|XP_043794209.1	294	156	303	147	147
AL	SRR9034695.971992	OG0001109	AL|XP_043794209.1	294	156	303	147	147
AL	SRR9034695.972380	OG0001109	AL|XP_043794209.1	266	165	303	137	138
AL	SRR9034695.973243	OG0001109	AL|XP_043794209.1	300	131	281	150	150
AL	SRR9034695.973436	OG0001109	AL|XP_043794209.1	300	82	232	150	150
AL	SRR9034695.973500	OG0001109	AL|XP_043794209.1	300	131	281	150	150
AL	SRR9034695.975043	OG0001109	AL|XP_043794209.1	300	131	281	150	150
AL	SRR9034695.975502	OG0001109	AL|XP_043794209.1	300	117	267	150	150
AL	SRR9034695.975510	OG0001109	AL|XP_043794209.1	300	1	151	150	150
AL	SRR9034695.975560	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.975987	OG0001109	AL|XP_043794209.1	290	12	162	149	150
AL	SRR9034695.976301	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.976807	OG0001109	AL|XP_043794209.1	300	103	253	150	150
AL	SRR9034695.976996	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.977305	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.977666	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.978655	OG0001109	AL|XP_043794209.1	300	1	151	150	150
AL	SRR9034695.979646	OG0001109	AL|XP_043794209.1	300	93	243	150	150
AL	SRR9034695.980523	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.981110	OG0001109	AL|XP_043794209.1	300	143	293	150	150
AL	SRR9034695.982655	OG0001109	AL|XP_043794209.1	290	94	244	149	150
AL	SRR9034695.982722	OG0001109	AL|XP_043794209.1	300	111	261	150	150
AL	SRR9034695.983555	OG0001109	AL|XP_043794209.1	300	85	235	150	150
AL	SRR9034695.983756	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.983911	OG0001109	AL|XP_043794209.1	268	0	139	138	139
AL	SRR9034695.984093	OG0001109	AL|XP_043794209.1	298	154	303	149	149
AL	SRR9034695.985628	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.985757	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.988534	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.991547	OG0001109	AL|XP_043794209.1	288	16	166	148	150
AL	SRR9034695.992816	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.993238	OG0001109	AL|XP_043794209.1	284	161	303	142	142
AL	SRR9034695.993274	OG0001109	AL|XP_043794209.1	288	0	149	148	149
AL	SRR9034695.994164	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.995098	OG0001109	AL|XP_043794209.1	300	23	173	150	150
AL	SRR9034695.995186	OG0001109	AL|XP_043794209.1	300	137	287	150	150
AL	SRR9034695.995982	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.996186	OG0001109	AL|XP_043794209.1	300	47	197	150	150
AL	SRR9034695.997932	OG0001109	AL|XP_043794209.1	300	133	283	150	150
AL	SRR9034695.998084	OG0001109	AL|XP_043794209.1	290	12	162	149	150
AL	SRR9034695.1000202	OG0001109	AL|XP_043794209.1	260	173	303	130	130
AL	SRR9034695.1001534	OG0001109	AL|XP_043794209.1	300	64	214	150	150
AL	SRR9034695.1001620	OG0001109	AL|XP_043794209.1	300	44	194	150	150
AL	SRR9034695.1002239	OG0001109	AL|XP_043794209.1	290	126	276	149	150
AL	SRR9034695.1002352	OG0001109	AL|XP_043794209.1	300	10	160	150	150
AL	SRR9034695.1002632	OG0001109	AL|XP_043794209.1	300	10	160	150	150
AL	SRR9034695.1002853	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1003266	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.1003472	OG0001109	AL|XP_043794209.1	284	0	147	146	147
AL	SRR9034695.1004354	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1004661	OG0001109	AL|XP_043794209.1	300	64	214	150	150
AL	SRR9034695.1004668	OG0001109	AL|XP_043794209.1	284	0	147	146	147
AL	SRR9034695.1004972	OG0001109	AL|XP_043794209.1	280	163	303	140	140
AL	SRR9034695.1006462	OG0001109	AL|XP_043794209.1	300	10	160	150	150
AL	SRR9034695.1007185	OG0001109	AL|XP_043794209.1	254	176	303	127	127
AL	SRR9034695.1008373	OG0001109	AL|XP_043794209.1	300	114	264	150	150
AL	SRR9034695.1008784	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1009577	OG0001109	AD|XP_006608353.1	236	0	124	122	124
AL	SRR9034695.1009686	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1010323	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1010969	OG0001109	AL|XP_043794209.1	300	111	261	150	150
AL	SRR9034695.1011102	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1012634	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1012863	OG0001109	AL|XP_043794209.1	300	151	301	150	150
AL	SRR9034695.1013845	OG0001109	AL|XP_043794209.1	288	0	149	148	149
AL	SRR9034695.1014145	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1015496	OG0001109	AL|XP_043794209.1	300	125	275	150	150
AL	SRR9034695.1015800	OG0001109	AL|XP_043794209.1	286	0	148	147	148
AL	SRR9034695.1016056	OG0001109	AL|XP_043794209.1	250	65	215	145	150
AL	SRR9034695.1016173	OG0001109	AL|XP_043794209.1	300	99	249	150	150
AL	SRR9034695.1016744	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.1016759	OG0001109	AL|XP_043794209.1	254	0	127	127	127
AL	SRR9034695.1016976	OG0001109	AL|XP_043794209.1	286	0	148	147	148
AL	SRR9034695.1017225	OG0001109	AL|XP_043794209.1	300	67	217	150	150
AL	SRR9034695.1019265	OG0001109	AL|XP_043794209.1	268	0	139	138	139
AL	SRR9034695.1019403	OG0001109	AL|XP_043794209.1	300	52	202	150	150
AL	SRR9034695.1019729	OG0001109	AL|XP_043794209.1	288	0	144	144	144
AL	SRR9034695.1020033	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.1021518	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.1021682	OG0001109	AL|XP_043794209.1	254	0	127	127	127
AL	SRR9034695.1021927	OG0001109	AL|XP_043794209.1	234	181	303	121	122
AL	SRR9034695.1022376	OG0001109	AL|XP_043794209.1	296	0	148	148	148
AL	SRR9034695.1022702	OG0001109	AL|XP_043794209.1	256	0	128	128	128
AL	SRR9034695.1024253	OG0001109	AL|XP_043794209.1	294	153	300	147	147
AL	SRR9034695.1024485	OG0001109	AL|XP_043794209.1	294	0	148	147	148
AL	SRR9034695.1025172	OG0001109	AL|XP_043794209.1	300	7	157	150	150
AL	SRR9034695.1025179	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1025678	OG0001109	AL|XP_043794209.1	264	171	303	132	132
AL	SRR9034695.1025802	OG0001109	AL|XP_043794209.1	294	153	300	147	147
AL	SRR9034695.1026889	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1026903	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1027073	OG0001109	AL|XP_043794209.1	300	33	183	150	150
AL	SRR9034695.1027702	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1027867	OG0001109	AL|XP_043794209.1	300	65	215	150	150
AL	SRR9034695.1028040	OG0001109	AL|XP_043794209.1	282	157	303	145	146
AL	SRR9034695.1028983	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1029399	OG0001109	AL|XP_043794209.1	300	87	237	150	150
AL	SRR9034695.1030557	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1031120	OG0001109	AL|XP_043794209.1	296	117	267	149	150
AL	SRR9034695.1031949	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1032476	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1034658	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1035340	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1037006	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1037911	OG0001109	AL|XP_043794209.1	300	59	209	150	150
AL	SRR9034695.1038710	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1039546	OG0001109	AL|XP_043794209.1	290	7	157	149	150
AL	SRR9034695.1041953	OG0001109	AL|XP_043794209.1	300	148	298	150	150
AL	SRR9034695.1042119	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1042147	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1042281	OG0001109	AL|XP_043794209.1	300	59	209	150	150
AL	SRR9034695.1043463	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.1044103	OG0001109	AL|XP_043794209.1	300	54	204	150	150
AL	SRR9034695.1044795	OG0001109	AL|XP_043794209.1	300	148	298	150	150
AL	SRR9034695.1045923	OG0001109	AL|XP_043794209.1	300	122	272	150	150
AL	SRR9034695.1046359	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.1047515	OG0001109	AL|XP_043794209.1	300	52	202	150	150
AL	SRR9034695.1047838	OG0001109	AL|XP_043794209.1	300	18	168	150	150
AL	SRR9034695.1048941	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1049147	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1049425	OG0001109	AL|XP_043794209.1	252	0	126	126	126
AL	SRR9034695.1049666	OG0001109	AL|XP_043794209.1	300	110	260	150	150
AL	SRR9034695.1050346	OG0001109	AL|XP_043794209.1	300	142	292	150	150
AL	SRR9034695.1051434	OG0001109	AL|XP_043794209.1	278	12	162	147	150
AL	SRR9034695.1051950	OG0001109	AL|XP_043794209.1	294	0	147	147	147
AL	SRR9034695.1053161	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1053634	OG0001109	AL|XP_043794209.1	300	128	278	150	150
AL	SRR9034695.1054060	OG0001109	AL|XP_043794209.1	300	67	217	150	150
AL	SRR9034695.1056579	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1056877	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1057002	OG0001109	AL|XP_043794209.1	290	64	214	149	150
AL	SRR9034695.1057235	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1057536	OG0001109	AL|XP_043794209.1	298	154	303	149	149
AL	SRR9034695.1057555	OG0001109	AL|XP_043794209.1	300	64	214	150	150
AL	SRR9034695.1058216	OG0001109	AL|XP_043794209.1	300	28	178	150	150
AL	SRR9034695.1058219	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1058555	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1058841	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1058863	OG0001109	AL|XP_043794209.1	300	126	276	150	150
AL	SRR9034695.1059735	OG0001109	AL|XP_043794209.1	278	0	139	139	139
AL	SRR9034695.1061321	OG0001109	AL|XP_043794209.1	298	104	254	149	150
AL	SRR9034695.1062478	OG0001109	AL|XP_043794209.1	290	73	223	149	150
AL	SRR9034695.1063414	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.1063484	OG0001109	AL|XP_043794209.1	300	108	258	150	150
AL	SRR9034695.1063619	OG0001109	AL|XP_043794209.1	300	135	285	150	150
AL	SRR9034695.1064706	OG0001109	AL|XP_043794209.1	270	168	303	135	135
AL	SRR9034695.1064910	OG0001109	AL|XP_043794209.1	300	145	295	150	150
AL	SRR9034695.1065787	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1066469	OG0001109	AL|XP_043794209.1	300	102	252	150	150
AL	SRR9034695.1066955	OG0001109	AL|XP_043794209.1	292	146	292	146	146
AL	SRR9034695.1067716	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1068098	OG0001109	AL|XP_043794209.1	300	26	176	150	150
AL	SRR9034695.1068495	OG0001109	AL|XP_043794209.1	298	0	149	149	149
AL	SRR9034695.1068599	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1068749	OG0001109	AL|XP_043794209.1	300	5	155	150	150
AL	SRR9034695.1068769	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1069693	OG0001109	AL|XP_043794209.1	290	2	152	149	150
AL	SRR9034695.1071159	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1071620	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.1072357	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.1072692	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.1072942	OG0001109	AL|XP_043794209.1	300	6	156	150	150
AL	SRR9034695.1073005	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1073084	OG0001109	AL|XP_043794209.1	300	60	210	150	150
AL	SRR9034695.1073953	OG0001109	AL|XP_043794209.1	300	37	187	150	150
AL	SRR9034695.1074601	OG0001109	AL|XP_043794209.1	290	4	154	149	150
AL	SRR9034695.1075192	OG0001109	AL|XP_043794209.1	290	4	154	149	150
AL	SRR9034695.1076041	OG0001109	AL|XP_043794209.1	290	12	162	149	150
AL	SRR9034695.1076131	OG0001109	AL|XP_043794209.1	258	174	303	129	129
AL	SRR9034695.1077080	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.1078492	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1080209	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1080281	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1082891	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.1083564	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.1083613	OG0001109	AL|XP_043794209.1	288	159	303	144	144
AL	SRR9034695.1084250	OG0001109	AL|XP_043794209.1	300	66	216	150	150
AL	SRR9034695.1084350	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1084553	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1084974	OG0001109	AL|XP_043794209.1	300	66	216	150	150
AL	SRR9034695.1085627	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1087004	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1087904	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.1089699	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1090699	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1091285	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1091926	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1092719	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.1092996	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1094561	OG0001109	AL|XP_043794209.1	300	2	152	150	150
AL	SRR9034695.1095094	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1095373	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1095847	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1096043	OG0001109	AL|XP_043794209.1	300	122	272	150	150
AL	SRR9034695.1096077	OG0001109	AL|XP_043794209.1	242	0	121	121	121
AL	SRR9034695.1096352	OG0001109	AL|XP_043794209.1	284	126	268	142	142
AL	SRR9034695.1097263	OG0001109	AL|XP_043794209.1	264	171	303	132	132
AL	SRR9034695.1097935	OG0001109	AL|XP_043794209.1	300	111	261	150	150
AL	SRR9034695.1098304	OG0001109	AL|XP_043794209.1	286	0	148	147	148
AL	SRR9034695.1098305	OG0001109	AL|XP_043794209.1	284	126	268	142	142
AL	SRR9034695.1098529	OG0001109	AL|XP_043794209.1	272	0	141	140	141
AL	SRR9034695.1098668	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1098951	OG0001109	AL|XP_043794209.1	298	103	253	149	150
AL	SRR9034695.1098998	OG0001109	AL|XP_043794209.1	300	122	272	150	150
AL	SRR9034695.1100188	OG0001109	AL|XP_043794209.1	278	164	303	139	139
AL	SRR9034695.1100195	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1100630	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1100776	OG0001109	AL|XP_043794209.1	300	73	223	150	150
AL	SRR9034695.1101493	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.1102489	OG0001109	AL|XP_043794209.1	300	73	223	150	150
AL	SRR9034695.1102515	OG0001109	AL|XP_043794209.1	296	0	150	149	150
AL	SRR9034695.1103590	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1103802	OG0001109	AL|XP_043794209.1	276	0	138	138	138
AL	SRR9034695.1103841	OG0001109	AL|XP_043794209.1	300	151	301	150	150
AL	SRR9034695.1103908	OG0001109	AL|XP_043794209.1	280	92	242	148	150
AL	SRR9034695.1104900	OG0001109	AL|XP_043794209.1	300	1	151	150	150
AL	SRR9034695.1105118	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1105565	OG0001109	AL|XP_043794209.1	280	163	303	140	140
AL	SRR9034695.1105840	OG0001109	AL|XP_043794209.1	240	183	303	120	120
AL	SRR9034695.1105848	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1106065	OG0001109	AL|XP_043794209.1	300	64	214	150	150
AL	SRR9034695.1106106	OG0001109	AL|XP_043794209.1	258	0	134	133	134
AL	SRR9034695.1106285	OG0001109	AL|XP_043794209.1	280	158	303	144	145
AL	SRR9034695.1106743	OG0001109	AL|XP_043794209.1	300	116	266	150	150
AL	SRR9034695.1107054	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.1107300	OG0001109	AL|XP_043794209.1	300	83	233	150	150
AL	SRR9034695.1107696	OG0001109	AL|XP_043794209.1	300	90	240	150	150
AL	SRR9034695.1107718	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1108965	OG0001109	AL|XP_043794209.1	256	175	303	128	128
AL	SRR9034695.1109140	OG0001109	AL|XP_043794209.1	270	5	155	147	150
AL	SRR9034695.1109424	OG0001109	AL|XP_043794209.1	300	42	192	150	150
AL	SRR9034695.1109592	OG0001109	AL|XP_043794209.1	300	0	150	150	150
AL	SRR9034695.1109805	OG0001109	AL|XP_043794209.1	300	102	252	150	150
AL	SRR9034695.1109824	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1110415	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1111016	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1111076	OG0001109	AL|XP_043794209.1	300	12	162	150	150
AL	SRR9034695.1111300	OG0001109	AL|XP_043794209.1	300	150	300	150	150
AL	SRR9034695.1111653	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1113146	OG0001109	AL|XP_043794209.1	296	0	148	148	148
AL	SRR9034695.1113525	OG0001109	AL|XP_043794209.1	244	181	303	122	122
AL	SRR9034695.1113613	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1113614	OG0001109	AL|XP_043794209.1	282	0	141	141	141
AL	SRR9034695.1113740	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.1114979	OG0001109	AL|XP_043794209.1	300	97	247	150	150
AL	SRR9034695.1115042	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1115257	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1115351	OG0001109	AL|XP_043794209.1	300	81	231	150	150
AL	SRR9034695.1115428	OG0001109	AL|XP_043794209.1	292	0	146	146	146
AL	SRR9034695.1115583	OG0001109	AL|XP_043794209.1	260	123	273	146	150
AL	SRR9034695.1115584	OG0001109	AL|XP_043794209.1	290	123	273	149	150
AL	SRR9034695.1115815	OG0001109	AL|XP_043794209.1	300	143	293	150	150
AL	SRR9034695.1115840	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.1115847	OG0001109	AL|XP_043794209.1	256	0	133	132	133
AL	SRR9034695.1115988	OG0001109	AL|XP_043794209.1	300	94	244	150	150
AL	SRR9034695.1116556	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.1117608	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1118944	OG0001109	AL|XP_043794209.1	300	79	229	150	150
AL	SRR9034695.1119597	OG0001109	AL|XP_043794209.1	300	43	193	150	150
AL	SRR9034695.1119635	OG0001109	AL|XP_043794209.1	300	17	167	150	150
AL	SRR9034695.1119726	OG0001109	AL|XP_043794209.1	300	4	154	150	150
AL	SRR9034695.1120171	OG0001109	AL|XP_043794209.1	300	121	271	150	150
AL	SRR9034695.1120231	OG0001109	AL|XP_043794209.1	264	171	303	132	132
AL	SRR9034695.1120327	OG0001109	AL|XP_043794209.1	246	180	303	123	123
AL	SRR9034695.1121535	OG0001109	AL|XP_043794209.1	276	165	303	138	138
AL	SRR9034695.1121699	OG0001109	AL|XP_043794209.1	268	0	134	134	134
AL	SRR9034695.1121761	OG0001109	AL|XP_043794209.1	278	164	303	139	139
AL	SRR9034695.1122767	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1123309	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1123896	OG0001109	AL|XP_043794209.1	298	126	276	149	149
AL	SRR9034695.1127539	OG0001109	AL|XP_043794209.1	266	170	303	133	133
AL	SRR9034695.1127663	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1129797	OG0001109	AL|XP_043794209.1	300	92	242	150	150
AL	SRR9034695.1129941	OG0001109	AL|XP_043794209.1	274	0	137	137	137
AL	SRR9034695.1130121	OG0001109	AL|XP_043794209.1	284	0	147	146	147
AL	SRR9034695.1133241	OG0001109	AL|XP_043794209.1	300	83	233	150	150
AL	SRR9034695.1133357	OG0001109	AL|XP_043794209.1	284	161	303	142	142
AL	SRR9034695.1133922	OG0001109	AL|XP_043794209.1	300	11	161	150	150
AL	SRR9034695.1135031	OG0001109	AL|XP_043794209.1	290	158	303	145	145
AL	SRR9034695.1135430	OG0001109	AL|XP_043794209.1	268	0	139	138	139
AL	SRR9034695.1136221	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1136267	OG0001109	AL|XP_043794209.1	292	157	303	146	146
AL	SRR9034695.1136271	OG0001109	AL|XP_043794209.1	268	169	303	134	134
AL	SRR9034695.1137005	OG0001109	AL|XP_043794209.1	256	0	133	132	133
AL	SRR9034695.1137944	OG0001109	AL|XP_043794209.1	300	89	239	150	150
AL	SRR9034695.1138139	OG0001109	AL|XP_043794209.1	290	24	174	149	150
AL	SRR9034695.1138646	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1138902	OG0001109	AL|XP_043794209.1	264	0	137	136	137
AL	SRR9034695.1138998	OG0001109	AL|XP_043794209.1	300	52	202	150	150
AL	SRR9034695.1139233	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1140133	OG0001109	AL|XP_043794209.1	264	171	303	132	132
AL	SRR9034695.1141366	OG0001109	AL|XP_043794209.1	286	0	143	143	143
AL	SRR9034695.1141632	OG0001109	AL|XP_043794209.1	300	102	252	150	150
AL	SRR9034695.1142917	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1143278	OG0001109	AL|XP_043794209.1	300	91	241	150	150
AL	SRR9034695.1143939	OG0001109	AL|XP_043794209.1	300	7	157	150	150
AL	SRR9034695.1143940	OG0001109	AL|XP_043794209.1	300	7	157	150	150
AL	SRR9034695.1145250	OG0001109	AL|XP_043794209.1	300	34	184	150	150
AL	SRR9034695.1145313	OG0001109	AL|XP_043794209.1	290	12	162	149	150
AL	SRR9034695.1146090	OG0001109	AL|XP_043794209.1	300	12	162	150	150
AL	SRR9034695.1146259	OG0001109	AL|XP_043794209.1	286	0	143	143	143
AL	SRR9034695.1146514	OG0001109	AL|XP_043794209.1	300	12	162	150	150
AL	SRR9034695.1147233	OG0001109	AL|XP_043794209.1	280	0	145	144	145
AL	SRR9034695.1147735	OG0001109	AL|XP_043794209.1	280	92	242	148	150
AL	SRR9034695.1147759	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1149425	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1150093	OG0001109	AL|XP_043794209.1	300	34	184	150	150
AL	SRR9034695.1151738	OG0001109	AL|XP_043794209.1	282	157	303	145	146
AL	SRR9034695.1151853	OG0001109	AL|XP_043794209.1	252	126	276	145	150
AL	SRR9034695.1152470	OG0001109	AL|XP_043794209.1	296	0	148	148	148
AL	SRR9034695.1152781	OG0001109	AL|XP_043794209.1	232	175	303	125	128
AL	SRR9034695.1153965	OG0001109	AL|XP_043794209.1	300	66	216	150	150
AL	SRR9034695.1154363	OG0001109	AL|XP_043794209.1	290	0	145	145	145
AL	SRR9034695.1154592	OG0001109	AL|XP_043794209.1	290	22	172	149	150
AL	SRR9034695.1154705	OG0001109	AL|XP_043794209.1	300	53	203	150	150
AL	SRR9034695.1155835	OG0001109	AL|XP_043794209.1	300	0	150	150	150
AL	SRR9034695.1156759	OG0001109	AL|XP_043794209.1	300	89	239	150	150
