query_species	reference_species	unigene	group	gene	transcript	product	score	identity	query_coverage	aligned_nt	query_start	query_end	target_start	target_end	target_length	runner_up_score	unique_group	count	fpkm	tpm_submitted	tpm_length	length
AL	AD	AL|c58119_g1	OG0006769	LOC102677115	XM_006617905.2	partner of Y14 and mago	1079	0.996548748921484	0.9698744769874477	1159	36	1195	0	1159	1165	0	True	2385.0	39.02	40.75928936273008	53.13312089938088	1195
AL	AD	AL|c58157_g1	OG0006789	LOC102673195	XM_006612786.1	ras-related protein Rab-2	1317	0.990990990990991	0.9791666666666666	1554	33	1584	43	1590	1716	0	True	8042.0	92.88	97.02006140467374	135.1617292251713	1584
AL	AD	AL|c58163_g1	OG0005987	LOC116185366	XM_031509612.1	uncharacterized LOC116185366	1070	0.9921259842519685	0.9163059163059163	1270	0	1270	0	1270	1351	0	True	322.0	4.37	4.564789710792682	6.184968459943178	1386
AL	AD	AL|c58174_g1	OG0006595	LOC102681172	XM_006623941.2	protein PAT1 homolog 1, transcript variant X2	455	0.990990990990991	1.0	555	0	555	49	604	2382	0	True	274.0	14.26	14.895629582586645	13.143239674455046	555
AL	AD	AL|c58186_g1	OG0006988	LOC102672445	XM_006615972.2	40S ribosomal protein S14a, transcript variant X1	529	0.9981785063752276	0.9165275459098498	549	30	579	54	603	603	0	True	21589.0	977.2	1020.7580103859517	959.5123121208983	599
AL	AD	AL|c5818_g1	OG0006888	LOC102675756	XR_004151847.1	dual serine/threonine and tyrosine protein kinase, transcript variant X6	203	0.9955156950672646	1.0	223	0	223	3091	3314	4245	0	True	0.0	0.0	0.0	0.0	223
AL	AD	AL|c58227_g1	OG0007375	LOC102677995	XM_031513151.1	RNA polymerase I-specific transcription initiation factor RRN3	1587	0.9915700737618546	0.9340551181102362	1898	117	2015	29	1924	1924	0	True	1368.0	11.8	12.32597679344477	17.92285707948957	2032
AL	AD	AL|c5823_g1	OG0000474	LOC102674036	XM_031511117.1	dynein beta chain, ciliary	360	0.9973753280839895	1.0	381	0	382	10868	11250	13447	0	True	6.0	0.76	0.7938764714422055	0.41815061065402315	382
AL	AD	AL|c58292_g1	OG0000585	LOC102679261	XM_031512663.1	aromatic-L-amino-acid decarboxylase, transcript variant X6	296	0.9915730337078652	1.0	356	0	356	475	831	2498	0	True	2.0	0.32	0.33426377744934965	0.14956323339872366	356
AL	AD	AL|c58319_g1	OG0004403	LOC102678322	XM_006624910.2	MAPK regulated corepressor interacting protein 2	802	0.9926238145416227	0.9405351833498513	949	0	949	62	1009	1010	0	True	3314.0	67.72	70.73857190271862	87.4392020575222	1009
AL	AD	AL|c58330_g1	OG0000474	LOC102674036	XM_031511117.1	dynein beta chain, ciliary	208	0.9888059701492538	1.0	268	0	268	6631	6899	13447	0	True	3.0	1.86	1.9429082064243453	0.298010323264621	268
AL	AD	AL|c58334_g1	OG0006076	LOC102673889	XM_006610401.2	transmembrane protein 14C	398	0.9748427672955975	0.8339973439575034	636	0	628	43	677	677	0	True	6448.0	200.4	209.33269062765524	227.96853088178574	753
AL	AD	AL|c58339_g1	OG0006980	LOC102672495	XM_006617337.2	26S proteasome non-ATPase regulatory subunit 11	1781	0.9905191873589165	0.9522375215146299	2215	0	2213	42	2255	2255	0	True	9678.0	71.67	74.86464040560904	110.86496951989967	2324
AL	AD	AL|c58365_g1	OG0001655	LOC102677000	XM_006612558.2	cyclic AMP-responsive element-binding protein 1, transcript variant X28	399	0.9827586206896551	0.9830508474576272	522	9	531	1974	2490	3171	0	True	138.0	7.82	8.168571061418483	6.918778277224572	531
AL	AD	AL|c5843_g1	OG0000793	LOC102681230	XM_006611418.2	tubulin polyglutamylase TTLL4-like, transcript variant X2	243	0.9900990099009901	1.0	303	0	303	30	333	3016	0	True	3.0	0.93	0.9714541032121726	0.26358668856408723	303
AL	AD	AL|c58517_g1	OG0008189	LOC102679980	XM_006611238.2	39S ribosomal protein L47, mitochondrial	686	0.98125	0.8773584905660378	1120	135	1251	33	1153	1153	0	True	4446.0	67.2	70.19539326436343	93.0523177303059	1272
AL	AD	AL|c58542_g1	OG0006027	LOC116185677	XM_031510657.1	uncharacterized LOC116185677	408	0.9935897435897436	1.0	468	0	468	16	484	591	0	True	10.0	0.74	0.7729849853516212	0.5688516142088207	468
AL	AD	AL|c58600_g1	OG0000551	LOC102680536	XM_031513110.1	myosin-VIIa, transcript variant X3	278	0.9911242603550295	1.0	338	0	338	254	592	8615	0	True	3.0	0.58	0.6058530966269463	0.23629220897904862	338
AL	AD	AL|c58618_g1	OG0007720	LOC102675902	XM_006612980.2	TM2 domain-containing protein CG10795	857	0.9957310565635006	0.9968085106382979	937	3	940	25	962	964	0	True	2539.0	57.16	59.70786724689008	71.90841151987868	940
AL	AD	AL|c58646_g1	OG0008512	LOC102672372	XM_031509532.1	uncharacterized LOC102672372, transcript variant X2	872	0.9848242811501597	0.9873817034700315	1252	0	1252	2143	3395	3570	0	True	19.0	0.29	0.30292654831347315	0.3989139237811383	1268
AL	AD	AL|c58653_g1	OG0004947	LOC102673843	XM_006609795.2	mucin-5AC-like, transcript variant X2	578	0.9829157175398633	1.0	878	0	878	1346	2224	3414	0	True	23.0	0.57	0.5954073535816541	0.6973939379662581	878
AL	AD	AL|c58695_g1	OG0005137	LOC102674625	XM_031514635.1	protein prickle-like	414	0.9976958525345622	1.0	434	0	434	46	480	5103	0	True	9.0	0.8	0.8356594436233743	0.5520744237436758	434
AL	AD	AL|c58704_g1	OG0001095	LOC102673673	XM_031508419.1	centromere-associated protein E-like, transcript variant X2	179	0.952914798206278	1.0	446	0	446	2806	3240	9647	0	True	5.0	0.41	0.42827546485697926	0.2984557796521616	446
AL	AD	AL|c58716_g1	OG0003159	LOC102681518	XM_031512593.1	SCY1-like protein 2	2103	0.9861255636489767	0.9743069641649763	2883	0	2882	90	2963	2983	0	True	2233.0	12.65	13.213864952294605	20.097192911401045	2958
AL	AD	AL|c58755_g1	OG0001300	LOC102670787	XM_006607774.2	adenylate kinase	1007	0.994017094017094	0.8665678280207562	1170	180	1349	38	1208	1208	0	True	4473.0	62.82	65.62015781052546	88.27379470175195	1349
AL	AD	AL|c58783_g1	OG0001095	LOC102673673	XM_031508419.1	centromere-associated protein E-like, transcript variant X2	218	0.9892086330935251	1.0	278	0	278	1766	2044	9647	0	True	1.0	0.5	0.5222871522646089	0.09576350915457846	278
AL	AD	AL|c58786_g1	OG0003741	LOC102674245	XM_006609705.2	elongator complex protein 3	1375	0.9900874635568513	0.8781362007168458	1715	180	1895	13	1728	1770	0	True	1593.0	14.38	15.020978499130152	21.714927333917917	1953
AL	AD	AL|c58806_g1	OG0002270	LOC102681366	XM_006613879.2	uncharacterized LOC102681366	669	0.9805555555555555	1.0	1080	0	1080	47	1124	1226	0	True	84.0	1.57	1.639981658110872	2.0706198757201073	1080
AL	AD	AL|c58872_g1	OG0005075	LOC102672294	XM_031508948.1	probable serine/threonine-protein kinase irlA, transcript variant X4	867	0.988394584139265	0.9780952380952381	1034	0	1027	1082	2116	2229	0	True	34.0	0.66	0.6894190409892837	0.86205398907531	1050
AL	AD	AL|c58902_g1	OG0000058	LOC102680476	XM_006615130.2	odorant receptor 4-like	372	0.9878048780487805	0.944337811900192	492	14	506	236	728	1526	0	True	11.0	0.65	0.6789732979439915	0.5620821708151649	521
AL	AD	AL|c58921_g1	OG0008919	LOC102671292	XM_031510391.1	IQ and ubiquitin-like domain-containing protein	188	0.9608355091383812	0.8454746136865342	383	22	405	403	777	1307	0	True	2.0	0.16	0.16713188872467483	0.11753755207493514	453
AL	AD	AL|c5892_g1	OG0007044	LOC102674882	XM_006616331.2	SRSF protein kinase 3, transcript variant X1	2744	0.9942010309278351	0.848087431693989	3104	188	3292	0	3104	3104	0	True	2342.0	10.55	11.020258912783248	17.035334012657465	3660
AL	AD	AL|c59001_g1	OG0003338	LOC102677907	XM_006624731.2	cytochrome b reductase 1-like, transcript variant X1	711	0.9742366412213741	0.8757446808510638	1048	146	1175	27	1074	1311	0	True	1969.0	32.92	34.387386105101854	44.61210312174593	1175
AL	AD	AL|c5902_g1	OG0008072	LOC102674871	XM_006613666.2	solute carrier family 12 member 6, transcript variant X3	608	0.9879663056558363	0.9811097992916175	831	0	831	89	919	5293	0	True	109.0	2.84	2.966591024862978	3.426004550651755	847
AL	AD	AL|c59042_g1	OG0008749	LOC102677041	XM_031508123.1	vitellogenin receptor, transcript variant X1	252	0.9963235294117647	1.0	272	0	272	663	935	5458	0	True	2.0	1.13	1.180368964118016	0.19575187900715302	272
AL	AD	AL|c59085_g1	OG0002506	LOC102671029	XM_006615775.2	uncharacterized LOC102671029, transcript variant X2	810	0.9844961240310077	0.9156151419558359	1161	107	1268	3246	4404	4404	0	True	515.0	7.82	8.168571061418483	10.812666881436117	1268
AL	AD	AL|c59173_g1	UNGROUPED:LOC116185196	LOC116185196	XM_031509071.1	uncharacterized LOC116185196	298	0.989159891598916	1.0	369	0	369	147	513	760	0	True	0.0	0.0	0.0	0.0	369
AL	AD	AL|c59180_g1	OG0004280	LOC116186183	XM_031512675.1	tetra-peptide repeat homeobox protein 1-like	229	1.0	1.0	229	0	229	657	886	1452	0	True	0.0	0.0	0.0	0.0	229
AL	AD	AL|c5918_g1	OG0007512	LOC102677301	XM_006619043.2	fasciculation and elongation protein zeta-2	1694	0.9893469198703103	0.9189765458422174	2159	169	2324	8	2164	2164	0	True	4554.0	33.38	34.86789028518529	51.7005337960794	2345
AL	AD	AL|c59220_g1	OG0008080	LOC102676797	XR_004151544.1	transcription factor collier, transcript variant X5	1145	0.9959839357429718	1.0	1245	0	1245	63	1308	1760	0	True	32.0	0.5	0.5222871522646089	0.6842668091880562	1245
AL	AD	AL|c59277_g1	OG0006658	LOC102679588	XM_006617389.2	probable phenylalanine--tRNA ligase, mitochondrial	975	0.9817690749493585	0.986648865153538	1481	19	1497	35	1512	1641	0	True	1759.0	21.73	22.698599637419903	31.260712619230425	1498
AL	AD	AL|c59306_g1	OG0007489	LOC102677381	XM_006614838.1	ubiquitin-conjugating enzyme E2 G1, transcript variant X1	1546	0.9981401115933044	0.929147465437788	1613	0	1613	6	1617	1617	0	True	7780.0	80.59	84.18224320200967	119.30941713127214	1736
AL	AD	AL|c59587_g1	OG0008512	LOC102672372	XM_031509531.1	uncharacterized LOC102672372, transcript variant X1	578	0.9952978056426333	1.0	638	0	638	876	1514	5295	0	True	8.0	0.32	0.33426377744934965	0.33382138614385964	638
AL	AD	AL|c5959_g1	OG0009011	LOC102675910	XM_006616252.2	protein gustavus	1229	0.9969442322383499	0.9916666666666667	1309	0	1309	34	1343	4732	0	True	459.0	6.62	6.9150818959834215	9.25728431450191	1320
AL	AD	AL|c59605_g1	OG0000934	LOC102674547	XM_006623797.2	fatty acid synthase-like	270	0.9764705882352941	0.8031496062992126	510	125	635	3953	4463	7412	0	True	12.0	0.49	0.5118414092193168	0.5030977425821633	635
AL	AD	AL|c59675_g1	OG0006206	LOC102681767	XM_031510073.1	protein phosphatase 1 regulatory subunit 16A	382	0.9825479930191972	0.9332247557003257	573	41	614	1823	2393	2402	0	True	58.0	2.51	2.621881504368336	2.5148058983850534	614
AL	AD	AL|c5975_g1	OG0006011	LOC102671065	XM_006614967.2	nucleoside diphosphate-linked moiety X motif 6	637	0.98014440433213	0.9132947976878613	1108	105	1211	14	1123	1123	0	True	776.0	12.48	13.036287320524638	17.059347896696035	1211
AL	AD	AL|c59788_g1	OG0002901	LOC102674835	XM_006617974.2	uncharacterized LOC102674835, transcript variant X2	237	1.0	1.0	237	0	237	14	251	4149	0	True	0.0	0.0	0.0	0.0	237
AL	AD	AL|c59793_g1	OG0008847	LOC102672472	XM_006608937.2	antifreeze protein Maxi-like	657	0.9794091316025068	0.8893312101910829	1117	7	1124	324	1441	1441	0	True	96.0	1.47	1.5355242276579502	2.034822079870533	1256
AL	AD	AL|c59802_g1	OG0001503	LOC102678860	XM_006621166.2	endocuticle structural glycoprotein SgAbd-4-like	125	0.9538866930171278	0.959079283887468	759	0	750	182	941	1249	0	True	179.0	5.25	5.484015098778394	6.0938411030052855	782
AL	AD	AL|c59871_g1	OG0001033	LOC102674539	XM_031513320.1	MAGUK p55 subfamily member 5-A, transcript variant X3	237	0.9927797833935018	0.9081967213114754	277	0	277	3879	4156	4533	0	True	153.0	46.17	48.22799564011399	13.354770814363409	305
AL	AD	AL|c59932_g1	OG0005758	LOC102671111	XM_006610814.2	popeye domain-containing protein 3-like	214	0.9867109634551495	0.9204892966360856	301	0	301	2793	3092	3140	0	True	5.0	1.1	1.1490317349821397	0.4070681275989726	327
AL	AD	AL|c6000_g1	OG0003576	LOC102675044	XM_031510487.1	uncharacterized LOC102675044	659	0.9912390488110138	1.0	799	0	799	3030	3829	6830	0	True	12.0	0.34	0.35515526353993404	0.3998336252060998	799
AL	AD	AL|c6004_g1	OG0000816	LOC102674203	XM_031508581.1	protein dachsous-like	287	0.9786780383795309	0.9585921325051759	469	0	463	245	714	4990	0	True	13.0	0.9	0.940116874076296	0.7165410395127259	483
AL	AD	AL|c6006_g1	OG0000751	LOC102678473	XM_006624208.2	cuticle protein 21-like	179	0.9593406593406594	0.8974358974358975	910	0	910	41	948	978	0	True	49.0	1.0	1.0445743045292177	1.286479804441487	1014
AL	AD	AL|c60124_g1	OG0009443	LOC102681182	XM_031513842.1	uncharacterized LOC102681182	275	0.9936507936507937	1.0	315	0	315	449	764	905	0	True	2.0	0.52	0.5431786383551933	0.1690301939363353	315
AL	AD	AL|c60131_g1	OG0008225	LOC102681633	XM_031509956.1	longitudinals lacking protein, isoforms H/M/V-like	504	0.990726429675425	0.9163120567375886	647	59	705	0	647	3385	0	True	13.0	0.45	0.470058437038148	0.49090683983637806	705
AL	AD	AL|c60296_g1	OG0007940	LOC102678489	XM_006611484.2	segmentation protein even-skipped, transcript variant X1	241	0.9853372434017595	0.9142091152815014	341	0	341	13	354	1143	0	True	7.0	0.95	0.9923455893027567	0.49961337483863183	373
AL	AD	AL|c602_g1	OG0008785	LOC102675782	XR_004151075.1	casein kinase I-like, transcript variant X8	291	0.9939577039274925	0.8152709359605911	331	74	405	2170	2501	3515	0	True	2.0	0.21	0.2193606039511357	0.13114411598508774	406
AL	AD	AL|c60304_g1	OG0001220	LOC102672273	XM_006621289.2	uncharacterized LOC102672273	498	0.9802538787023978	0.8957286432160804	709	51	764	915	1621	1819	0	True	20.0	0.57	0.5954073535816541	0.6689008930897691	796
AL	AD	AL|c60327_g1	OG0008458	LOC102670659	XM_031508531.1	inactive rhomboid protein 1, transcript variant X4	234	0.9773242630385488	0.9778270509977827	441	10	451	375	814	8623	0	True	8.0	0.64	0.6685275548986993	0.47223513161814296	451
AL	AD	AL|c60367_g1	OG0000756	LOC102673299	XM_031511947.1	discoidin domain-containing receptor 2, transcript variant X4	842	0.9834638816362054	0.888715953307393	1149	143	1285	2872	4021	4032	0	True	32.0	0.48	0.5013956661740245	0.6629666750499066	1285
AL	AD	AL|c60554_g1	OG0003025	LOC102677734	XM_031515112.1	myosin heavy chain, clone 203-like, transcript variant X2	227	0.9895470383275261	0.8441176470588235	287	8	295	470	757	3891	0	True	6.0	1.13	1.180368964118016	0.46980450961716724	340
AL	AD	AL|c60653_g1	OG0008713	LOC102673797	XM_031508285.1	uncharacterized LOC102673797, transcript variant X1	119	0.9645833333333333	0.8464285714285714	480	60	534	383	863	6874	0	True	21.0	1.07	1.117694505846263	0.9983345829364804	560
AL	AD	AL|c60681_g1	OG0005439	LOC102676017	XM_006622358.2	protein Fe65 homolog, transcript variant X10	269	0.9965397923875432	0.9829931972789115	289	4	293	160	449	7653	0	True	4.0	1.45	1.5146327415673657	0.3622075584350042	294
AL	AD	AL|c60704_g1	OG0005558	LOC102674505	XM_006623614.1	uncharacterized LOC102674505	119	0.9532710280373832	0.8097686375321337	321	19	334	370	686	706	0	True	4.0	0.48	0.5013956661740245	0.2737506996912371	389
AL	AD	AL|c60723_g1	OG0001011	LOC102681021	XM_006614783.2	teneurin-a, transcript variant X6	292	1.0	0.8538011695906432	292	50	342	498	790	11799	0	True	4.0	0.74	0.7729849853516212	0.31137140988272294	342
AL	AD	AL|c60738_g1	OG0002952	LOC102676716	XM_006610505.2	zinc finger protein 555-like	229	1.0	1.0	229	0	229	275	504	1226	0	True	2.0	3.86	4.032056815482781	0.23250878205216427	229
AL	AD	AL|c60802_g1	OG0000904	LOC102673792	XM_031515141.1	LIM/homeobox protein Awh-like, transcript variant X2	544	0.9935897435897436	0.9299552906110283	624	0	624	712	1336	2210	0	True	9.0	0.34	0.35515526353993404	0.35707943353912863	671
AL	AD	AL|c60822_g1	OG0005039	LOC102674364	XM_031513211.1	uncharacterized LOC102674364	231	0.9896907216494846	0.9897959183673469	291	0	291	230	521	1240	0	True	4.0	1.45	1.5146327415673657	0.3622075584350042	294
AL	AD	AL|c60849_g1	OG0000114	LOC102671099	XM_031511385.1	ornithine aminotransferase, mitochondrial-like	385	0.9952941176470588	1.0	425	0	425	782	1207	1752	0	True	7.0	0.65	0.6789732979439915	0.4384842089760228	425
AL	AD	AL|c60888_g1	OG0008782	LOC102671473	XM_006611085.2	flotillin-1, transcript variant X6	319	0.9944289693593314	1.0	359	0	359	459	818	1039	0	True	3.0	0.46	0.48050418008344015	0.22247010204712656	359
AL	AD	AL|c60900_g1	UNGROUPED:LOC102676262	LOC102676262	XR_420718.2	uncharacterized LOC102676262, transcript variant X2	259	0.9837837837837838	1.0	370	0	367	315	685	1935	0	True	3.0	0.43	0.44916695094756365	0.21762061753383768	367
AL	AD	AL|c60941_g1	OG0005746	LOC102670712	XM_006618032.2	ras GTPase-activating-like protein IQGAP1, transcript variant X1	612	0.9918032786885246	0.991869918699187	732	0	732	34	766	5077	0	True	11.0	0.35	0.36560100658522615	0.3968086869846896	738
AL	AD	AL|c61005_g1	OG0007489	LOC102677381	XM_031510022.1	ubiquitin-conjugating enzyme E2 G1, transcript variant X2	215	1.0	1.0	215	0	215	124	339	1780	0	True	2.0	6.64	6.935973382074006	0.24764888879044475	215
AL	AD	AL|c61013_g1	OG0000343	LOC102679005	XM_031508014.1	cilia- and flagella-associated protein 251-like	455	0.9847328244274809	0.8495460440985733	655	115	770	968	1623	1935	0	True	15.0	0.45	0.470058437038148	0.5179427148827395	771
AL	AD	AL|c61050_g1	OG0003630	LOC102676254	XM_006624897.2	endocuticle structural glycoprotein SgAbd-2-like, transcript variant X1	313	0.9512987012987013	1.0	616	0	595	74	690	761	0	True	24.0	1.1	1.1490317349821397	1.0738388791249538	595
AL	AD	AL|c61157_g1	OG0009719	LOC102677400	XM_031512528.1	uncharacterized LOC102677400, transcript variant X1	573	0.9952830188679245	1.0	636	0	639	591	1230	1366	0	True	11.0	0.45	0.470058437038148	0.4582860891935851	639
AL	AD	AL|c61270_g1	OG0008305	LOC102677416	XM_006609161.2	GDP-fucose transporter 1	984	0.9945652173913043	0.887459807073955	1104	39	1143	1	1105	1105	0	True	1016.0	15.79	16.493828268516346	21.742935396858822	1244
AL	AD	AL|c61374_g1	OG0000186	LOC102681323	XM_031509074.1	protein MLP1-like, transcript variant X2	213	1.0	1.0	213	0	213	784	997	6331	0	True	0.0	0.0	0.0	0.0	213
AL	AD	AL|c61452_g1	OG0009131	LOC102681284	XM_031510502.1	uncharacterized LOC102681284	352	0.9907407407407407	1.0	432	0	432	2357	2789	2929	0	True	7.0	0.63	0.6580818118534072	0.4313791407750224	432
AL	AD	AL|c6150_g1	OG0006740	LOC102680596	XM_006608027.2	pre-mRNA-processing factor 39	775	0.992196209587514	1.0	897	0	892	3352	4248	4255	0	True	1036.0	25.1	26.218815043683367	30.92001877196394	892
AL	AD	AL|c61524_g1	OG0002407	LOC102675220	XM_031508897.1	transcriptional regulator ovo-like	380	0.9834710743801653	1.0	484	0	485	1626	2105	2806	0	True	5.0	0.34	0.35515526353993404	0.27445624273167846	485
AL	AD	AL|c61636_g1	OG0004655	LOC102676541	XM_006609567.2	fez family zinc finger protein erm-like	254	0.9963503649635036	0.9133333333333333	274	14	288	629	903	2967	0	True	0.0	0.0	0.0	0.0	300
AL	AD	AL|c617_g1	OG0005076	LOC116185169	XM_031508959.1	uncharacterized LOC116185169	362	0.9789473684210527	0.9866468842729971	665	7	672	547	1211	1279	0	True	13.0	0.48	0.5013956661740245	0.5134856410751432	674
AL	AD	AL|c61898_g1	OG0003566	LOC102680982	XM_031510482.1	uncharacterized LOC102680982, transcript variant X2	252	1.0	0.980544747081712	252	0	252	641	893	4292	0	True	2.0	1.63	1.7026561163826248	0.2071770859530958	257
AL	AD	AL|c61986_g1	OG0004086	LOC102672790	XM_031508221.1	AF4/FMR2 family member 4-like	649	0.9924242424242424	0.9949748743718593	792	4	796	3354	4145	5431	0	True	21.0	0.6	0.6267445827175306	0.7023459377442576	796
AL	AD	AL|c6198_g1	OG0009209	LOC102674167	XM_006613247.2	60S ribosomal protein L6, transcript variant X1	713	0.9899216125419933	0.9664502164502164	893	18	911	99	992	999	0	True	25173.0	580.4	606.2709263487579	725.283591811256	924
AL	AD	AL|c61995_g1	OG0008404	LOC102680999	XM_006621659.2	serine/threonine-protein kinase polo	438	0.99581589958159	1.0	478	0	478	105	583	2810	0	True	14.0	0.99	1.0341285614839255	0.7797313339531785	478
AL	AD	AL|c62054_g1	OG0007381	LOC102677216	XM_006618517.2	histone acetyltransferase Tip60	470	0.9945750452079566	1.0	553	0	553	1679	2231	2278	0	True	55.0	2.88	3.008373997044147	2.6477831012179105	553
AL	AD	AL|c62255_g1	OG0000661	LOC102670964	XM_031511636.1	atrial natriuretic peptide receptor 1-like, transcript variant X5	376	0.9912280701754386	0.8854368932038835	456	59	515	0	456	4171	0	True	8.0	0.48	0.5013956661740245	0.41354960069860675	515
AL	AD	AL|c62347_g1	OG0002466	LOC102676935	XM_006623450.2	protein Wnt-6-like, transcript variant X2	758	0.9908779931584949	0.9865016872890888	877	12	889	914	1786	2939	0	True	25.0	0.61	0.6371903257628228	0.7486573550329811	889
AL	AD	AL|c62380_g1	OG0003195	LOC102679513	XM_006623207.2	soluble guanylate cyclase 89Db-like, transcript variant X2	212	0.9889705882352942	0.9611307420494699	272	0	272	1257	1529	3520	0	True	3.0	1.34	1.3997295680691517	0.28221472309158463	283
AL	AD	AL|c62399_g1	OG0000017	LOC102674127	XM_031510211.1	odorant receptor 85b-like	307	0.9752883031301482	0.8395573997233748	607	51	658	4	611	1616	0	True	18.0	0.6	0.6267445827175306	0.6627947438582442	723
AL	AD	AL|c62412_g1	UNGROUPED:LOC102677487	LOC102677487	XR_421953.2	uncharacterized LOC102677487, transcript variant X2	490	0.9662790697674418	0.9049145299145299	860	0	847	315	1170	1703	0	True	12.0	0.27	0.2820350622228888	0.34131096852529247	936
AL	AD	AL|c62483_g1	UNGROUPED:LOC102676371	LOC102676371	XR_421556.2	uncharacterized LOC102676371, transcript variant X2	187	0.95	0.9977973568281938	460	1	454	877	1325	1404	0	True	5.0	0.4	0.41782972181168715	0.29319664697106623	454
AL	AD	AL|c62513_g1	OG0000139	LOC102676760	XM_031514142.1	protein unc-13 homolog B, transcript variant X4	316	0.9794776119402985	0.9588550983899821	536	23	559	57	593	11228	0	True	20.0	1.03	1.0759115336650942	0.9524957261170951	559
AL	AD	AL|c6252_g1	OG0001560	LOC102680335	XM_006611682.2	coiled-coil domain-containing protein 85C, transcript variant X2	359	0.978328173374613	0.971342383107089	646	19	663	35	681	2201	0	True	86.0	3.27	3.415757975810542	3.4532639168441355	663
AL	AD	AL|c6283_g1	OG0000196	LOC102674720	XM_031515109.1	odorant receptor Or1-like	315	0.9808612440191388	0.8148148148148148	418	5	423	589	1001	3104	0	True	40.0	2.43	2.5383155600059992	2.0758093992181528	513
AL	AD	AL|c62899_g1	OG0001689	LOC102673424	XM_031511269.1	cytochrome P450 18a1, transcript variant X2	427	0.9957173447537473	1.0	467	0	467	1013	1480	1616	0	True	8.0	0.59	0.6162988396722384	0.4560557695070289	467
AL	AD	AL|c6289_g1	OG0008890	LOC102673979	XM_006611453.2	guanine nucleotide-binding protein subunit gamma-e	517	0.9964093357271095	0.9408783783783784	557	35	592	0	557	578	0	True	636.0	29.4	30.710484553159	28.60093670034241	592
AL	AD	AL|c62942_g1	OG0005439	LOC102676017	XM_031513618.1	protein Fe65 homolog, transcript variant X4	195	0.9566395663956639	0.9861878453038674	369	5	362	5149	5516	7424	0	True	57.0	8.55	8.931110303724813	4.191902116197376	362
AL	AD	AL|c62957_g1	OG0009125	LOC102681248	XM_031512199.1	uncharacterized LOC102681248	337	0.9947916666666666	0.9820971867007673	384	3	387	2678	3060	3275	0	True	3.0	0.35	0.36560100658522615	0.20426283026833358	391
AL	AD	AL|c63184_g1	OG0003575	LOC102679032	XM_031513562.1	serine-rich adhesin for platelets-like, transcript variant X1	532	0.9851951547779273	1.0	743	0	743	4559	5299	10219	0	True	13.0	0.41	0.42827546485697926	0.46579989513411374	743
AL	AD	AL|c6325_g1	OG0005163	LOC102672708	XM_006614892.2	uncharacterized LOC102672708	898	0.9894366197183099	0.847647498132935	1136	0	1135	30	1162	1162	0	True	760.0	10.77	11.250065259779674	15.11046617937217	1339
AL	AD	AL|c6326_g1	OG0002938	LOC102674297	XM_006613995.2	transforming growth factor beta regulator 1	1152	0.9900497512437811	1.0	1407	0	1403	35	1442	1500	0	True	480.0	6.42	6.706167035077578	9.108113087374875	1403
AL	AD	AL|c63276_g1	OG0000138	LOC102681544	XM_031515145.1	uncharacterized LOC102681544	228	0.9959677419354839	0.9358490566037736	248	0	248	207	455	2222	0	True	2.0	1.33	1.3892838250238597	0.20092268335828536	265
AL	AD	AL|c63376_g1	OG0000854	LOC102674078	XM_031511599.1	myb-like protein X	205	0.98828125	0.92	256	0	253	376	632	2012	0	True	3.0	1.58	1.6504274011561642	0.29042460594515795	275
AL	AD	AL|c6362_g1	OG0008590	LOC102678087	XM_031513470.1	probable GPI-anchored adhesin-like protein PGA55	270	0.996551724137931	0.8814589665653495	290	39	329	3831	4121	4411	0	True	61.0	13.1	13.683923389332753	4.9360413016514935	329
AL	AD	AL|c63675_g1	OG0002249	LOC102674034	XM_031510903.1	zinc finger protein 423, transcript variant X1	400	0.9833333333333333	1.0	600	0	600	82	682	4777	0	True	19.0	0.86	0.8983339018951273	0.8430380922574724	600
AL	AD	AL|c6369_g1	OG0006434	LOC102681077	XM_006614954.2	CCR4-NOT transcription complex subunit 10	1999	0.9934754240974336	0.9356939356939357	2299	110	2409	149	2448	2448	0	True	1900.0	13.22	13.80927230587626	20.587010799938273	2457
AL	AD	AL|c6371_g1	OG0000665	LOC102678856	XM_031512122.1	poly(U)-specific endoribonuclease homolog	710	0.9771959459459459	0.8890566037735849	1184	127	1305	1920	3101	3101	0	True	96.0	1.38	1.4415125402503204	1.9288577602395396	1325
AL	AD	AL|c63738_g1	OG0003575	LOC102679032	XM_031513562.1	serine-rich adhesin for platelets-like, transcript variant X1	319	0.981042654028436	0.9788235294117648	422	9	425	6660	7082	10219	0	True	3.0	0.28	0.292480805268181	0.1879218038468669	425
AL	AD	AL|c63785_g1	OG0009558	LOC102680351	XM_031512742.1	ras guanine nucleotide exchange factor P, transcript variant X4	230	0.9931740614334471	0.8156424581005587	293	65	357	25	318	4644	0	True	4.0	0.62	0.647636068808115	0.2974553692175733	358
AL	AD	AL|c63841_g1	OG0000821	LOC116184861	XM_031509946.1	titin-like	281	0.9912023460410557	0.9912790697674418	341	0	341	1622	1963	11250	0	True	4.0	0.72	0.7520934992610367	0.30956111098805594	344
AL	AD	AL|c6412_g1	OG0007839	LOC102680774	XM_006623938.2	protein diaphanous, transcript variant X6	221	0.9762470308788599	0.9034334763948498	421	29	450	4149	4570	4570	0	True	731.0	54.6	57.03375702729529	41.76152103728568	466
