run_accession	species	location	assembly	start_1based	end_1based	mean_fragment_depth
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661224	661323	31.6100
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661324	661423	32.4900
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661424	661523	33.9800
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661524	661623	36.0700
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661624	661723	32.3000
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661724	661823	33.0400
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661824	661923	35.8600
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661924	662023	30.0800
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662024	662123	26.2500
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662124	662223	29.9300
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662224	662323	28.0800
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662324	662423	29.5100
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662424	662523	35.4800
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662524	662623	33.5700
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662624	662723	35.3300
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662724	662823	32.0900
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662824	662923	29.1900
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662924	663023	25.1300
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663024	663123	35.3000
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663124	663223	30.9400
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663224	663323	21.3800
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663324	663423	31.2700
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663424	663523	31.7200
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663524	663623	23.6200
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663624	663723	25.5700
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663724	663823	31.8400
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663824	663923	32.3600
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663924	664023	28.1200
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	664024	664123	29.9800
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	664124	664223	27.5100
SRR23343448	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	664224	664261	25.4737
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	656224	656323	31.1200
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	656324	656423	28.3500
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	656424	656523	23.9200
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	656524	656623	22.0500
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	656624	656723	22.0700
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	656724	656823	24.6200
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	656824	656923	25.7700
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	656924	657023	32.1800
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	657024	657123	27.0800
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	657124	657223	29.3300
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	657224	657323	36.3700
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	657324	657423	32.4400
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	657424	657523	30.2400
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	657524	657623	26.6200
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	657624	657723	27.6400
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	657724	657823	27.6100
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	657824	657923	33.4300
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	657924	658023	32.8400
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	658024	658123	37.4500
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	658124	658223	39.5800
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	658224	658323	36.2400
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	658324	658423	37.0800
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	658424	658523	34.6300
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	658524	658623	31.9500
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	658624	658723	28.4900
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	658724	658823	31.5700
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	658824	658923	32.9800
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	658924	659023	31.5500
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	659024	659123	23.1700
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	659124	659223	28.6600
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	659224	659323	33.2800
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	659324	659423	34.7900
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	659424	659523	27.8700
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	659524	659623	22.8400
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	659624	659723	27.5100
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	659724	659823	24.0000
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	659824	659923	25.2300
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	659924	660023	24.4700
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	660024	660123	20.7200
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	660124	660223	23.7600
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	660224	660323	28.9400
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	660324	660423	28.2600
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	660424	660523	27.2900
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	660524	660623	26.8500
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	660624	660723	26.5900
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	660724	660823	29.0700
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	660824	660923	32.1700
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	660924	661023	27.0000
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	661024	661123	25.3100
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	661124	661223	29.6600
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	661224	661323	22.6200
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	661324	661423	23.0100
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	661424	661523	28.9000
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	661524	661623	30.8200
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	661624	661723	25.6800
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	661724	661823	24.0600
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	661824	661923	25.5700
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	661924	662023	22.7400
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	662024	662123	28.4800
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	662124	662223	32.9700
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	662224	662323	32.1500
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	662324	662423	30.8400
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	662424	662523	29.6800
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	662524	662623	25.1500
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	662624	662723	21.6300
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	662724	662823	24.5500
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	662824	662923	27.7400
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	662924	663023	24.1100
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	663024	663123	27.7600
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	663124	663223	32.9000
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	663224	663323	26.2500
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	663324	663423	19.2900
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	663424	663523	21.2000
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	663524	663623	18.5600
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	663624	663723	18.0500
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	663724	663823	21.3800
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	663824	663923	22.5800
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	663924	664023	25.7600
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	664024	664123	25.0300
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	664124	664223	22.7600
SRR23343449	Apis dorsata	China: Yunnan, Xishuangbanna	AD_Malaysia	664224	664261	18.8421
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656224	656323	39.1900
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656324	656423	43.0000
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656424	656523	41.8500
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656524	656623	40.0600
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656624	656723	39.5700
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656724	656823	32.1700
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656824	656923	33.5000
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656924	657023	35.9500
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657024	657123	34.5900
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657124	657223	36.6700
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657224	657323	43.7700
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657324	657423	45.7700
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657424	657523	40.3800
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657524	657623	32.3400
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657624	657723	42.5500
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657724	657823	40.5500
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657824	657923	35.9000
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657924	658023	34.6600
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658024	658123	40.1000
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658124	658223	34.0200
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658224	658323	32.9900
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658324	658423	32.8200
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658424	658523	38.9700
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658524	658623	36.4800
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658624	658723	29.7500
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658724	658823	34.9900
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658824	658923	43.9800
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658924	659023	42.7600
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659024	659123	35.4400
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659124	659223	46.4000
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659224	659323	43.6800
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659324	659423	33.8400
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659424	659523	28.7200
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659524	659623	22.6400
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659624	659723	31.2300
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659724	659823	34.0600
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659824	659923	32.7400
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659924	660023	39.9700
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660024	660123	39.2200
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660124	660223	37.8000
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660224	660323	38.0600
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660324	660423	31.4800
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660424	660523	42.2300
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660524	660623	39.7100
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660624	660723	38.8700
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660724	660823	40.9600
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660824	660923	36.3900
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660924	661023	32.0600
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661024	661123	31.0400
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661124	661223	26.4500
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661224	661323	28.3300
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661324	661423	35.8100
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661424	661523	38.4000
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661524	661623	41.8700
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661624	661723	40.0300
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661724	661823	37.9500
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661824	661923	34.8000
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661924	662023	27.3200
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662024	662123	30.4700
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662124	662223	34.5800
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662224	662323	29.6900
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662324	662423	26.6400
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662424	662523	35.7800
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662524	662623	43.0300
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662624	662723	36.7300
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662724	662823	38.6600
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662824	662923	43.3500
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662924	663023	40.7200
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663024	663123	40.0500
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663124	663223	36.8500
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663224	663323	32.4200
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663324	663423	40.1000
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663424	663523	29.9300
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663524	663623	31.1400
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663624	663723	33.9400
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663724	663823	30.1800
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663824	663923	29.2000
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663924	664023	31.0200
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	664024	664123	27.8300
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	664124	664223	22.5900
SRR23343450	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	664224	664261	21.7632
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656224	656323	24.3600
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656324	656423	24.1500
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656424	656523	21.7200
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656524	656623	23.1000
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656624	656723	20.7500
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656724	656823	22.1300
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656824	656923	25.9900
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656924	657023	28.5800
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657024	657123	31.1700
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657124	657223	31.6100
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657224	657323	39.3000
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657324	657423	29.9100
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657424	657523	31.3100
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657524	657623	30.9300
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657624	657723	24.2000
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657724	657823	23.4400
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657824	657923	22.5700
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	657924	658023	32.3400
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658024	658123	38.3000
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658124	658223	28.7000
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658224	658323	35.2100
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658324	658423	30.5400
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658424	658523	32.2500
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658524	658623	32.8800
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658624	658723	23.0700
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658724	658823	28.5400
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658824	658923	28.1500
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	658924	659023	34.2300
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659024	659123	27.9000
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659124	659223	26.3100
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659224	659323	25.0800
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659324	659423	27.2600
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659424	659523	27.4300
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659524	659623	23.5200
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659624	659723	30.5000
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659724	659823	28.6500
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659824	659923	29.9700
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	659924	660023	21.4100
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660024	660123	13.9700
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660124	660223	15.9500
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660224	660323	24.7800
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660324	660423	23.5500
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660424	660523	31.9200
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660524	660623	35.8900
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660624	660723	37.9200
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660724	660823	36.5000
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660824	660923	31.8700
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	660924	661023	35.4500
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661024	661123	26.3000
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661124	661223	30.0700
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661224	661323	32.5000
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661324	661423	26.0700
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661424	661523	25.6900
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661524	661623	26.3800
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661624	661723	22.6400
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661724	661823	23.4800
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661824	661923	27.5200
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	661924	662023	23.7600
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662024	662123	25.9800
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662124	662223	31.8700
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662224	662323	28.8500
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662324	662423	24.9300
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662424	662523	23.6300
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662524	662623	23.1600
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662624	662723	24.4000
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662724	662823	24.3800
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662824	662923	25.7900
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	662924	663023	22.3800
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663024	663123	19.9300
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663124	663223	25.8000
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663224	663323	23.7400
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663324	663423	31.9300
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663424	663523	30.9300
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663524	663623	33.4000
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663624	663723	30.0000
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663724	663823	25.1800
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663824	663923	17.2900
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	663924	664023	17.7600
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	664024	664123	11.1500
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	664124	664223	18.0500
SRR23343451	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	664224	664261	18.5000
SRR23343452	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656224	656323	30.9800
SRR23343452	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656324	656423	40.2900
SRR23343452	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656424	656523	41.2200
SRR23343452	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656524	656623	35.3100
SRR23343452	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656624	656723	32.4600
SRR23343452	Apis laboriosa	China: Tibet, Linzhi	AD_Malaysia	656724	656823	29.9100
